area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num
臺北市北投區溫泉里,2,林嘉俊,無黨籍及未經政黨推薦,m,0691023,34,台北市,大學,N,N,130
臺北市北投區溫泉里,3,何志浩,中國國民黨,m,0630419,40,台北市,碩士,N,N,1595
臺北市北投區溫泉里,4,許智全,民主進步黨,m,0700123,33,台北市,專科,Y,Y,1957
臺北市北投區林泉里,1,管文忠,中國國民黨,m,0500409,53,台北市,大學,N,N,781
臺北市北投區林泉里,2,陳惠華,無黨籍及未經政黨推薦,f,0561208,46,台北市,高中,Y,Y,1009
臺北市北投區中心里,1,詹嘉文,無黨籍及未經政黨推薦,m,0710122,32,台北市,專科,N,N,1247
臺北市北投區中心里,2,陳力彰,無黨籍及未經政黨推薦,m,0510504,52,台北市,其他,N,Y,1319
臺北市北投區中心里,3,杜淑媛,無黨籍及未經政黨推薦,f,0501029,53,臺灣省,大學,N,N,815
臺北市北投區中庸里,1,黃文章,中國國民黨,m,0490318,54,台北市,專科,N,N,1029
臺北市北投區中庸里,2,黃許銘,無黨籍及未經政黨推薦,m,0610229,42,台北市,專科,Y,Y,1515
臺北市北投區開明里,1,陳維甸,中國國民黨,m,0401116,63,台北市,大學,Y,N,1785
臺北市北投區開明里,2,左麗芳,中國國民黨,f,0511126,52,台北市,專科,N,Y,2014
臺北市北投區中和里,1,黃景煌,中國國民黨,m,0410908,62,台北市,高中,Y,Y,2284
臺北市北投區智仁里,1,許世傳,無黨籍及未經政黨推薦,m,0530510,50,台北市,大學,Y,Y,2107
臺北市北投區智仁里,2,劉家慶,無黨籍及未經政黨推薦,m,0600523,43,台北市,高中,N,N,1511
臺北市北投區秀山里,1,陳壽彭,無黨籍及未經政黨推薦,m,0420921,61,台北市,碩士,Y,Y,1737
臺北市北投區文化里,1,周世英,中國國民黨,m,0360615,67,台北市,高中,Y,Y,1651
臺北市北投區文化里,2,胡明月,無黨籍及未經政黨推薦,f,0270815,76,其他,高中,N,N,683
臺北市北投區豐年里,1,鄭國華,無黨籍及未經政黨推薦,m,0471202,55,台北市,高中,N,N,1046
臺北市北投區豐年里,2,周江雪珠,無黨籍及未經政黨推薦,f,0380911,65,新北市,專科,Y,Y,1726
臺北市北投區稻香里,1,張義博,中國國民黨,m,0341222,68,新北市,其他,Y,Y,1471
臺北市北投區稻香里,2,紀德典,無黨籍及未經政黨推薦,m,0311124,72,臺灣省,專科,N,N,1357
臺北市北投區桃源里,1,翁英竣,無黨籍及未經政黨推薦,m,0460811,57,臺灣省,高中,N,N,1095
臺北市北投區桃源里,2,徐于婷,民主進步黨,f,0730123,30,台北市,專科,N,N,828
臺北市北投區桃源里,3,簡芳明,無黨籍及未經政黨推薦,m,0430117,60,臺灣省,高中,Y,Y,1673
臺北市北投區一德里,1,高建忠,無黨籍及未經政黨推薦,m,0500814,53,台北市,其他,N,N,1154
臺北市北投區一德里,2,黃玉樹,無黨籍及未經政黨推薦,m,0600425,43,台北市,碩士,N,Y,2878
臺北市北投區關渡里,1,紀松鶴,無黨籍及未經政黨推薦,m,0500426,53,台北市,專科,Y,Y,5084
臺北市北投區泉源里,1,陳志成,中國國民黨,m,0530210,50,台北市,專科,Y,Y,1263
臺北市北投區湖山里,1,李秋霞,中國國民黨,f,0460528,57,新北市,專科,Y,Y,1003
臺北市北投區大屯里,1,勤榮輝,無黨籍及未經政黨推薦,m,0551201,47,台北市,其他,Y,Y,585
臺北市北投區湖田里,1,白俊,無黨籍及未經政黨推薦,m,0441118,59,台北市,其他,N,N,150
臺北市北投區湖田里,2,曹昌正,無黨籍及未經政黨推薦,m,0601206,42,台北市,專科,Y,Y,331
臺北市北投區湖田里,3,高泉深,無黨籍及未經政黨推薦,m,0550819,48,台北市,大學,N,N,320
臺北市士林區仁勇里,1,洪銘鎮,無黨籍及未經政黨推薦,m,0440731,59,台中市,高中,Y,Y,2191
臺北市士林區義信里,1,陳中和,中國國民黨,m,0420924,61,台北市,專科,Y,Y,1586
臺北市士林區福林里,1,江美珠,無黨籍及未經政黨推薦,f,0450305,58,臺灣省,其他,Y,Y,1149
臺北市士林區福林里,2,陳志昌,中國國民黨,m,0490127,54,台北市,其他,N,N,659
臺北市士林區福德里,1,楊錦宗,中國國民黨,m,0410412,62,台北市,高中,Y,Y,2159
臺北市士林區福志里,1,邱邱田,無黨籍及未經政黨推薦,m,0500105,53,台北市,其他,N,N,955
臺北市士林區福志里,2,陳明松,中國國民黨,m,0520123,51,台北市,高中,N,N,1303
臺北市士林區福志里,3,鍾春富,無黨籍及未經政黨推薦,m,0451113,58,臺灣省,專科,Y,Y,2208
臺北市士林區舊佳里,1,何逸松,中國國民黨,m,0540826,49,台北市,大學,Y,Y,1748
臺北市士林區舊佳里,2,劉祖宏,民主進步黨,m,0441110,59,其他,高中,N,N,1670
臺北市士林區福佳里,1,胡剛毅,無黨籍及未經政黨推薦,m,0380415,65,新北市,大學,Y,Y,3793
臺北市士林區後港里,1,紀建漢,民主進步黨,m,0710116,32,台北市,大學,N,Y,3140
臺北市士林區後港里,2,楊義清,中國國民黨,m,0310606,72,台北市,其他,Y,N,1748
臺北市士林區福中里,1,林和墩,無黨籍及未經政黨推薦,m,0461101,57,臺灣省,專科,N,N,547
臺北市士林區福中里,2,紀榮鴻,民主進步黨,m,0450210,58,台北市,高中,Y,Y,2002
臺北市士林區福中里,3,施添仁,無黨籍及未經政黨推薦,m,0400815,63,臺灣省,其他,N,N,184
臺北市士林區福中里,4,王德利,中國國民黨,m,0570120,46,新北市,大學,N,N,1517
臺北市士林區前港里,1,周月華,無黨籍及未經政黨推薦,f,0460219,57,台北市,高中,N,N,623
臺北市士林區前港里,2,陳瑞華,無黨籍及未經政黨推薦,f,0471101,56,台北市,高中,Y,Y,2156
臺北市士林區百齡里,1,王曉音,人民民主陣線,f,0700816,33,臺灣省,大學,N,N,480
臺北市士林區百齡里,2,楊再生,中國國民黨,m,0470311,56,台北市,其他,N,N,1416
臺北市士林區百齡里,3,翁淑穎,民主進步黨,f,0690718,34,台北市,專科,Y,Y,2488
臺北市士林區承德里,1,戴健一,無黨籍及未經政黨推薦,m,0300417,73,臺灣省,高中,N,N,1584
臺北市士林區承德里,2,陳洲平,中國國民黨,m,0360702,67,台中市,大學,Y,Y,1611
臺北市士林區福華里,1,李振貴,無黨籍及未經政黨推薦,m,0400811,63,台北市,高中,Y,Y,1977
臺北市士林區福華里,2,賴天來,中國國民黨,m,0450823,58,臺灣省,其他,N,N,1000
臺北市士林區福華里,3,莊惠玲,人民民主陣線,f,0710416,32,台北市,碩士,N,N,733
臺北市士林區明勝里,1,陳天來,無黨籍及未經政黨推薦,m,0350320,68,臺灣省,高中,N,N,1145
臺北市士林區明勝里,2,黃崇恩,無黨籍及未經政黨推薦,m,0471023,56,臺灣省,高中,N,N,463
臺北市士林區明勝里,3,張永棟,中國國民黨,m,0480526,55,台北市,高中,N,Y,1467
臺北市士林區福順里,1,林慧雪,民主進步黨,f,0510117,52,台中市,專科,N,N,1527
臺北市士林區福順里,2,陳志誠,無黨籍及未經政黨推薦,m,0510223,52,新北市,高中,Y,Y,1656
臺北市士林區富光里,1,許振通,無黨籍及未經政黨推薦,m,0501217,52,台北市,高中,Y,Y,2832
臺北市士林區葫蘆里,1,郭江源,中國國民黨,m,0510220,52,臺灣省,其他,N,N,2057
臺北市士林區葫蘆里,2,許振禮,無黨籍及未經政黨推薦,m,0521018,51,台北市,高中,Y,Y,2705
臺北市士林區葫東里,1,郭淑玲,無黨籍及未經政黨推薦,f,0530103,50,台北市,大學,Y,Y,1291
臺北市士林區葫東里,2,楊詔蘭,民主進步黨,f,0540929,49,台中市,其他,N,N,1206
臺北市士林區社子里,1,陳明雄,中國國民黨,m,0301207,72,台北市,高中,Y,Y,1883
臺北市士林區社子里,2,陳民乾,無黨籍及未經政黨推薦,m,0500226,53,台北市,專科,N,N,971
臺北市士林區社子里,3,林瑞祥,民主進步黨,m,0491115,54,台北市,大學,N,N,1016
臺北市士林區社新里,1,張駿彥,中國國民黨,m,0590711,44,台北市,其他,N,Y,2608
臺北市士林區社新里,2,陳志明,民主進步黨,m,0561107,47,台北市,高中,Y,N,2587
臺北市士林區社園里,1,葉子芸,無黨籍及未經政黨推薦,f,0610118,42,新北市,大學,Y,Y,3600
臺北市士林區永倫里,1,宋旭曜,無黨籍及未經政黨推薦,m,0371105,66,新北市,高中,Y,Y,4005
臺北市士林區福安里,1,謝文加,民主進步黨,m,0460410,57,台北市,高中,Y,Y,1749
臺北市士林區福安里,2,陳文尚,無黨籍及未經政黨推薦,m,0501105,53,台北市,其他,N,N,1352
臺北市士林區富洲里,1,李賜福,無黨籍及未經政黨推薦,m,0490507,54,台北市,其他,Y,Y,2642
臺北市士林區富洲里,2,李幸孝,無黨籍及未經政黨推薦,m,0310916,72,台北市,其他,N,N,820
臺北市士林區岩山里,1,王芝安,人民民主陣線,f,0611008,42,台北市,碩士,N,Y,1213
臺北市士林區岩山里,2,曹昌隆,中國國民黨,m,0490626,54,台北市,高中,Y,N,811
臺北市士林區名山里,1,薛群秀,中國國民黨,f,0510508,52,其他,大學,N,Y,2196
臺北市士林區名山里,2,廖岳,無黨籍及未經政黨推薦,m,0430110,60,其他,其他,Y,N,2166
臺北市士林區德行里,1,吳雅莉,無黨籍及未經政黨推薦,f,0580903,45,台北市,高中,N,N,788
臺北市士林區德行里,2,陳順達,中國國民黨,m,0410811,62,台北市,專科,N,N,849
臺北市士林區德行里,3,張僡美,無黨籍及未經政黨推薦,f,0640709,39,臺灣省,大學,N,Y,884
臺北市士林區德華里,1,林生賢,無黨籍及未經政黨推薦,m,0450225,58,台北市,高中,Y,Y,2911
臺北市士林區聖山里,1,許惠翔,中國國民黨,m,0750614,28,台北市,大學,N,N,1277
臺北市士林區聖山里,2,吳三勇,無黨籍及未經政黨推薦,m,0400618,63,台南市,高中,N,Y,1796
臺北市士林區忠誠里,1,曾坤來,中國國民黨,m,0430917,60,高雄市,專科,Y,Y,2739
臺北市士林區芝山里,1,陳茂德,民主進步黨,m,0380107,65,台中市,高中,N,N,537
臺北市士林區芝山里,2,魏雅郁,中國國民黨,m,0420408,61,台北市,專科,Y,Y,2145
臺北市士林區芝山里,3,尤詩怡,無黨籍及未經政黨推薦,f,0741001,29,台北市,大學,N,N,1767
臺北市士林區東山里,1,何聖文,無黨籍及未經政黨推薦,m,0650418,38,台北市,高中,Y,Y,1899
臺北市士林區東山里,2,宋榮貴,中國國民黨,m,0490430,54,台北市,專科,N,N,1067
臺北市士林區三玉里,1,羅志傑,中國國民黨,m,0551126,48,台北市,專科,Y,Y,2705
臺北市士林區蘭雅里,1,萬天榮,中國國民黨,m,0400106,63,台北市,專科,Y,Y,4288
臺北市士林區蘭興里,1,林文龍,無黨籍及未經政黨推薦,m,0431012,60,臺灣省,專科,N,Y,2425
臺北市士林區蘭興里,2,劉秋水,中國國民黨,m,0440624,59,台北市,專科,Y,N,1347
臺北市士林區天福里,1,江啓南,無黨籍及未經政黨推薦,m,0401215,62,臺灣省,高中,Y,Y,3067
臺北市士林區天祿里,1,李錦琿,無黨籍及未經政黨推薦,m,0510305,52,台北市,專科,Y,Y,2643
臺北市士林區天壽里,1,陳伯同,無黨籍及未經政黨推薦,m,0470701,56,臺灣省,高中,Y,Y,2565
臺北市士林區天和里,1,莊福來,中國國民黨,m,0360502,67,臺灣省,專科,Y,Y,3368
臺北市士林區天山里,1,張清彬,中國國民黨,m,0390113,64,臺灣省,其他,Y,N,1816
臺北市士林區天山里,2,陳永鴻,無黨籍及未經政黨推薦,m,0501216,52,臺灣省,專科,N,Y,1954
臺北市士林區天玉里,1,潘錦雄,無黨籍及未經政黨推薦,m,0481020,55,臺灣省,其他,N,Y,2817
臺北市士林區天玉里,2,常伯謙,中國國民黨,m,0451029,58,高雄市,大學,Y,N,1991
臺北市士林區天母里,1,林鐵民,中國國民黨,m,0370303,66,其他,專科,Y,Y,2899
臺北市士林區永福里,1,楊文貴,無黨籍及未經政黨推薦,m,0390210,64,台北市,高中,Y,Y,464
臺北市士林區永福里,2,林國柱,無黨籍及未經政黨推薦,m,0461119,57,高雄市,高中,N,N,320
臺北市士林區公館里,1,葉進財,無黨籍及未經政黨推薦,m,0501001,53,台北市,其他,N,Y,547
臺北市士林區公館里,2,范俊賢,無黨籍及未經政黨推薦,m,0471001,56,台北市,高中,Y,N,417
臺北市士林區新安里,1,何明欽,無黨籍及未經政黨推薦,m,0380419,65,台北市,高中,Y,Y,1085
臺北市士林區陽明里,1,黃裕倉,中國國民黨,m,0450126,58,臺灣省,其他,Y,Y,1070
臺北市士林區陽明里,2,林棨榮,無黨籍及未經政黨推薦,m,0560505,47,臺灣省,專科,N,N,750
臺北市士林區菁山里,1,何勝男,無黨籍及未經政黨推薦,m,0280420,75,台北市,其他,Y,Y,612
臺北市士林區菁山里,2,何德寬,無黨籍及未經政黨推薦,m,0530826,50,台北市,高中,N,N,439
臺北市士林區平等里,1,李泳憲,無黨籍及未經政黨推薦,m,0610504,42,台北市,高中,N,N,300
臺北市士林區平等里,2,陳添地,無黨籍及未經政黨推薦,m,0410730,62,台北市,其他,Y,Y,678
臺北市士林區溪山里,1,簡清波,無黨籍及未經政黨推薦,m,0500918,53,台北市,專科,Y,Y,490
臺北市士林區溪山里,2,何水來,無黨籍及未經政黨推薦,m,0490814,54,台北市,高中,N,N,436
臺北市士林區翠山里,1,王禮騏,中國國民黨,m,0271230,75,其他,專科,Y,Y,1220
臺北市士林區臨溪里,1,郭肇富,中國國民黨,m,0451115,58,台北市,高中,Y,Y,1297
臺北市士林區臨溪里,2,李明通,無黨籍及未經政黨推薦,m,0361115,67,台北市,其他,N,N,405
臺北市內湖區西湖里,1,林正雄,無黨籍及未經政黨推薦,m,0450923,58,臺灣省,高中,Y,Y,2537
臺北市內湖區西湖里,2,陳福春,民主進步黨,m,0450824,58,台北市,高中,N,N,1901
臺北市內湖區西康里,1,王興國,中國國民黨,m,0510323,52,台北市,專科,Y,Y,4763
臺北市內湖區西安里,1,孫悊,無黨籍及未經政黨推薦,m,0401118,63,臺灣省,專科,Y,N,1875
臺北市內湖區西安里,2,李國榮,中國國民黨,m,0421005,61,台北市,碩士,N,Y,2028
臺北市內湖區港墘里,1,羅村雄,無黨籍及未經政黨推薦,m,0331017,70,臺灣省,專科,Y,N,1515
臺北市內湖區港墘里,2,魏景城,中國國民黨,m,0420520,61,台中市,高中,N,Y,1942
臺北市內湖區港都里,1,江水龍,無黨籍及未經政黨推薦,m,0460412,57,新北市,其他,Y,Y,2724
臺北市內湖區港富里,1,陳裕基,無黨籍及未經政黨推薦,m,0421127,61,台北市,高中,N,N,1484
臺北市內湖區港富里,2,林清芳,無黨籍及未經政黨推薦,m,0471215,55,台北市,其他,N,N,892
臺北市內湖區港富里,3,李安邦,無黨籍及未經政黨推薦,m,0550831,48,臺灣省,大學,Y,Y,3027
臺北市內湖區港華里,1,郭禮誠,無黨籍及未經政黨推薦,m,0470915,56,台北市,專科,N,N,1235
臺北市內湖區港華里,2,劉達逢,無黨籍及未經政黨推薦,m,0361011,67,台中市,高中,Y,Y,2458
臺北市內湖區港華里,3,周雅蘋,無黨籍及未經政黨推薦,f,0600108,43,台北市,專科,N,N,1409
臺北市內湖區內湖里,1,劉福星,中國國民黨,m,0400510,63,台北市,高中,Y,N,1195
臺北市內湖區內湖里,2,許昌華,無黨籍及未經政黨推薦,m,0530410,50,台北市,高中,N,Y,2230
臺北市內湖區湖濱里,1,陳尤雪,中國國民黨,f,0380929,65,台北市,大學,Y,Y,2632
臺北市內湖區湖濱里,2,秦鈺勛,無黨籍及未經政黨推薦,m,0550929,48,台北市,高中,N,N,2022
臺北市內湖區紫星里,1,謝萬春,無黨籍及未經政黨推薦,m,0420421,61,臺灣省,其他,Y,Y,3976
臺北市內湖區大湖里,1,郭坤祥,中國國民黨,m,0480411,55,台北市,高中,Y,N,1414
臺北市內湖區大湖里,2,洪美惠,無黨籍及未經政黨推薦,f,0551216,47,台北市,大學,N,Y,1701
臺北市內湖區金龍里,1,賴文祥,中國國民黨,m,0420516,61,台北市,專科,Y,N,1489
臺北市內湖區金龍里,2,鄭允強,無黨籍及未經政黨推薦,m,0691013,34,台北市,大學,N,Y,1661
臺北市內湖區金瑞里,1,羅世甫,無黨籍及未經政黨推薦,m,0590618,44,臺灣省,專科,N,Y,1885
臺北市內湖區金瑞里,2,楊智傑,無黨籍及未經政黨推薦,m,0631026,40,新北市,大學,N,N,309
臺北市內湖區金瑞里,3,王正玲,中國國民黨,f,0441014,59,台中市,高中,N,N,1696
臺北市內湖區碧山里,1,呂之杞,無黨籍及未經政黨推薦,f,0670827,36,台北市,高中,N,Y,2455
臺北市內湖區碧山里,2,王伯安,中國國民黨,m,0371102,66,其他,高中,Y,N,1612
臺北市內湖區紫雲里,1,歐陽清壽,中國國民黨,m,0350907,68,金馬地區,專科,Y,N,1454
臺北市內湖區紫雲里,2,王慶成,無黨籍及未經政黨推薦,m,0370119,66,臺灣省,高中,N,N,98
臺北市內湖區紫雲里,3,夏亦芳,無黨籍及未經政黨推薦,f,0520225,51,台北市,專科,N,Y,1766
臺北市內湖區清白里,1,陳文中,無黨籍及未經政黨推薦,m,0510710,52,台南市,大學,N,N,2221
臺北市內湖區清白里,2,陳東源,中國國民黨,m,0470105,56,台北市,高中,Y,Y,2496
臺北市內湖區葫洲里,1,曾宏昌,中國國民黨,m,0420130,61,台北市,高中,Y,Y,3074
臺北市內湖區紫陽里,1,謝源德,中國國民黨,m,0390510,64,新北市,大學,Y,Y,4062
臺北市內湖區瑞陽里,1,呂春蓮,無黨籍及未經政黨推薦,f,0511218,51,臺灣省,專科,N,N,2197
臺北市內湖區瑞陽里,2,江光輝,中國國民黨,m,0450907,58,台北市,專科,Y,Y,2407
臺北市內湖區瑞光里,1,艾約銘,無黨籍及未經政黨推薦,m,0390102,64,高雄市,碩士,N,N,411
臺北市內湖區瑞光里,2,侯衍泰,無黨籍及未經政黨推薦,m,0480901,55,臺灣省,大學,N,N,871
臺北市內湖區瑞光里,3,廖祖芬,無黨籍及未經政黨推薦,f,0480714,55,臺灣省,高中,N,N,381
臺北市內湖區瑞光里,4,黃崇賢,中國國民黨,m,0370914,66,臺灣省,高中,Y,Y,1167
臺北市內湖區五分里,1,王海枝,無黨籍及未經政黨推薦,m,0390802,64,台北市,其他,Y,Y,4568
臺北市內湖區東湖里,1,曾秉鈞,中國國民黨,m,0740403,29,台北市,大學,N,N,1821
臺北市內湖區東湖里,2,蔡麗美,無黨籍及未經政黨推薦,f,0500128,53,台南市,高中,N,Y,2057
臺北市內湖區東湖里,3,林丕常,無黨籍及未經政黨推薦,m,0490124,54,新北市,其他,N,N,359
臺北市內湖區東湖里,4,黃婷筠,樹黨,f,0770914,26,台南市,大學,N,N,296
臺北市內湖區東湖里,5,廖清柳,無黨籍及未經政黨推薦,f,0440713,59,臺灣省,高中,N,N,95
臺北市內湖區樂康里,1,張碧玉,無黨籍及未經政黨推薦,f,0520615,51,新北市,高中,Y,Y,4350
臺北市內湖區內溝里,1,林文福,中國國民黨,m,0540122,49,台北市,高中,Y,Y,2222
臺北市內湖區週美里,1,林忠義,民主進步黨,m,0430120,60,臺灣省,高中,N,N,1030
臺北市內湖區週美里,2,陳定榮,無黨籍及未經政黨推薦,m,0480819,55,台北市,專科,Y,Y,3057
臺北市內湖區行善里,1,沈茂松,中國國民黨,m,0420620,61,台北市,高中,Y,Y,2303
臺北市內湖區行善里,2,陳泳達,民主進步黨,m,0651229,37,台北市,高中,N,N,526
臺北市內湖區行善里,3,林欽祺,無黨籍及未經政黨推薦,m,0410721,62,台北市,大學,N,N,1048
臺北市內湖區石潭里,1,廖煒國,無黨籍及未經政黨推薦,m,0560112,47,台北市,高中,N,Y,1078
臺北市內湖區石潭里,2,凃明國,中國國民黨,m,0341117,69,台北市,其他,Y,N,799
臺北市內湖區湖興里,1,周玉琴,中國國民黨,f,0430930,60,臺灣省,其他,N,N,1219
臺北市內湖區湖興里,2,蔡穎峰,無黨籍及未經政黨推薦,m,0420325,61,高雄市,高中,Y,Y,2854
臺北市內湖區湖元里,1,林明源,無黨籍及未經政黨推薦,m,0480425,55,台中市,碩士,Y,Y,2908
臺北市內湖區安湖里,1,何明煌,無黨籍及未經政黨推薦,m,0450219,58,臺灣省,專科,N,N,930
臺北市內湖區安湖里,2,賴照明,中國國民黨,m,0550502,48,臺灣省,高中,N,N,1181
臺北市內湖區安湖里,3,尤樹旺,無黨籍及未經政黨推薦,m,0510919,52,臺灣省,高中,Y,Y,2274
臺北市內湖區秀湖里,1,謝明毅,中國國民黨,m,0501231,52,台北市,高中,Y,Y,3031
臺北市內湖區安泰里,1,康大文,無黨籍及未經政黨推薦,m,0500802,53,臺灣省,專科,N,N,1225
臺北市內湖區安泰里,2,何素蓮,無黨籍及未經政黨推薦,f,0420131,61,台北市,其他,Y,Y,1950
臺北市內湖區金湖里,1,邱金波,中國國民黨,m,0461010,57,台北市,高中,Y,Y,4474
臺北市內湖區康寧里,1,鄭秀鳳,中國國民黨,f,0540510,49,臺灣省,專科,Y,Y,3819
臺北市內湖區明湖里,1,謝春喜,中國國民黨,m,0400513,63,台北市,其他,Y,Y,2260
臺北市內湖區蘆洲里,1,陳明霖,無黨籍及未經政黨推薦,m,0461209,56,台北市,其他,Y,Y,626
臺北市內湖區麗山里,1,許明全,無黨籍及未經政黨推薦,m,0470208,56,台北市,高中,Y,Y,2898
臺北市內湖區寶湖里,1,楊梓彥,無黨籍及未經政黨推薦,m,0711210,31,臺灣省,大學,N,N,1783
