area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num
宜蘭縣宜蘭市慈安里,2,曹日宏,無黨籍及未經政黨推薦,m,0430614,68,臺灣省,高中(職),Y,Y,322
宜蘭縣宜蘭市新民里,1,黃茂林,無黨籍及未經政黨推薦,m,0371124,73,臺灣省,高中(職)以下,Y,N,240
宜蘭縣宜蘭市新民里,2,周玉英,無黨籍及未經政黨推薦,f,0490814,62,臺灣省,高中(職)以下,N,Y,255
宜蘭縣宜蘭市東門里,1,李茂庚,無黨籍及未經政黨推薦,m,0360516,75,臺灣省,高中(職)以下,Y,Y,449
宜蘭縣宜蘭市小東里,1,徐佳庭,無黨籍及未經政黨推薦,m,0400123,71,臺灣省,專科,Y,N,130
宜蘭縣宜蘭市小東里,2,張友端,無黨籍及未經政黨推薦,f,0540601,57,桃園市,大學,N,Y,342
宜蘭縣宜蘭市菜園里,1,陳俊堯,無黨籍及未經政黨推薦,m,0751016,36,臺灣省,高中(職),N,Y,542
宜蘭縣宜蘭市菜園里,2,林耀明,無黨籍及未經政黨推薦,m,0460816,65,臺灣省,高中(職)以下,N,N,231
宜蘭縣宜蘭市孝廉里,1,江聰明,無黨籍及未經政黨推薦,m,0521215,58,臺灣省,高中(職)以下,Y,Y,380
宜蘭縣宜蘭市孝廉里,2,黃河清,無黨籍及未經政黨推薦,m,0480801,63,臺灣省,高中(職)以下,N,N,315
宜蘭縣宜蘭市新生里,1,蔡錦濤,無黨籍及未經政黨推薦,m,0410618,70,新北市,高中(職),Y,Y,560
宜蘭縣宜蘭市茭白里,1,游舜超,無黨籍及未經政黨推薦,m,0600509,51,臺灣省,專科,Y,Y,562
宜蘭縣宜蘭市北津里,1,吳聰德,無黨籍及未經政黨推薦,m,0530909,58,臺灣省,專科,Y,Y,623
宜蘭縣宜蘭市梅洲里,1,游西湖,無黨籍及未經政黨推薦,m,0440712,67,臺灣省,高中(職),Y,Y,515
宜蘭縣宜蘭市北門里,1,陳淑美,無黨籍及未經政黨推薦,f,0510829,60,臺灣省,高中(職)以下,N,N,350
宜蘭縣宜蘭市北門里,2,陳正人,無黨籍及未經政黨推薦,m,0500918,61,臺灣省,高中(職),Y,Y,385
宜蘭縣宜蘭市中山里,1,羅漢輿,無黨籍及未經政黨推薦,m,0751124,35,臺灣省,大學,Y,N,261
宜蘭縣宜蘭市中山里,2,黃瑞添,無黨籍及未經政黨推薦,m,0500830,61,臺灣省,高中(職)以下,N,Y,290
宜蘭縣宜蘭市西門里,1,林銘信,無黨籍及未經政黨推薦,m,0420412,69,臺灣省,高中(職),Y,Y,501
宜蘭縣宜蘭市南門里,1,廖政達,無黨籍及未經政黨推薦,m,0580531,53,臺灣省,高中(職),Y,Y,356
宜蘭縣宜蘭市負郭里,1,李春滿,無黨籍及未經政黨推薦,f,0450528,66,臺灣省,高中(職)以下,N,Y,267
宜蘭縣宜蘭市負郭里,2,黃宗德,無黨籍及未經政黨推薦,m,0380715,73,臺灣省,專科,Y,N,258
宜蘭縣宜蘭市民族里,1,鄧蜀江,無黨籍及未經政黨推薦,m,0570523,54,臺灣省,高中(職)以下,Y,Y,555
宜蘭縣宜蘭市建軍里,1,王偉權,無黨籍及未經政黨推薦,m,0710403,40,臺灣省,碩士,N,N,75
宜蘭縣宜蘭市建軍里,2,黃勇任,無黨籍及未經政黨推薦,m,0390326,72,臺灣省,高中(職)以下,Y,Y,338
宜蘭縣宜蘭市思源里,1,游孟哲,無黨籍及未經政黨推薦,m,0741220,36,臺灣省,高中(職),N,N,222
宜蘭縣宜蘭市思源里,2,曾南國,無黨籍及未經政黨推薦,m,0410316,70,臺灣省,高中(職)以下,Y,Y,415
宜蘭縣宜蘭市文化里,1,吳哲男,無黨籍及未經政黨推薦,m,0720702,39,臺灣省,高中(職),N,N,126
宜蘭縣宜蘭市文化里,2,吳啓鴻,無黨籍及未經政黨推薦,m,0700711,41,臺北市,專科,Y,Y,502
宜蘭縣宜蘭市復興里,1,蕭美珠,無黨籍及未經政黨推薦,f,0511227,59,臺灣省,高中(職)以下,N,Y,272
宜蘭縣宜蘭市復興里,2,蕭壽金,中國國民黨,m,0401120,70,臺灣省,高中(職)以下,Y,N,244
宜蘭縣宜蘭市成功里,1,楊振乾,無黨籍及未經政黨推薦,m,0430625,68,臺灣省,大學,Y,Y,294
宜蘭縣宜蘭市成功里,2,林傳盛,無黨籍及未經政黨推薦,m,0550423,56,臺灣省,高中(職),N,N,273
宜蘭縣宜蘭市新東里,1,潘富明,無黨籍及未經政黨推薦,m,0551120,55,臺灣省,大學,Y,Y,321
宜蘭縣宜蘭市新東里,2,邱永乾,無黨籍及未經政黨推薦,m,0530318,58,臺灣省,大學,N,N,225
宜蘭縣宜蘭市七結里,1,游景清,無黨籍及未經政黨推薦,m,0570704,54,臺灣省,專科,Y,Y,644
宜蘭縣宜蘭市泰山里,1,魯孝忠,無黨籍及未經政黨推薦,m,0530329,58,臺灣省,專科,Y,Y,397
宜蘭縣宜蘭市大新里,1,柯秀芬,無黨籍及未經政黨推薦,f,0570926,54,臺北市,大學,N,N,138
宜蘭縣宜蘭市大新里,2,侯佩婷,無黨籍及未經政黨推薦,f,0600502,51,臺灣省,高中(職),Y,Y,371
宜蘭縣宜蘭市中興里,1,陳鄧崧,無黨籍及未經政黨推薦,m,0540403,57,臺灣省,高中(職),N,Y,265
宜蘭縣宜蘭市中興里,2,蕭順天,無黨籍及未經政黨推薦,m,0450410,66,臺灣省,高中(職),Y,N,174
宜蘭縣宜蘭市擺厘里,1,楊德源,無黨籍及未經政黨推薦,m,0501113,60,臺灣省,大學,N,N,216
宜蘭縣宜蘭市擺厘里,2,吳明標,無黨籍及未經政黨推薦,m,0581028,53,臺灣省,專科,Y,Y,304
宜蘭縣羅東鎮大新里,1,陳榮華,無黨籍及未經政黨推薦,m,0381025,73,臺灣省,高中(職),Y,Y,661
宜蘭縣羅東鎮東安里,1,林捷肇,無黨籍及未經政黨推薦,m,0510122,60,臺灣省,高中(職),Y,Y,295
宜蘭縣羅東鎮東安里,2,徐燈雄,無黨籍及未經政黨推薦,m,0330423,78,臺灣省,高中(職)以下,N,N,162
宜蘭縣羅東鎮新群里,1,鄭聰琳,無黨籍及未經政黨推薦,m,0570319,54,臺灣省,大學,N,Y,332
宜蘭縣羅東鎮新群里,2,林錦洋,無黨籍及未經政黨推薦,m,0460726,65,臺灣省,高中(職),Y,N,222
宜蘭縣羅東鎮新群里,3,李正吉,無黨籍及未經政黨推薦,m,0520601,59,臺灣省,高中(職),N,N,114
宜蘭縣羅東鎮羅莊里,1,張添財,無黨籍及未經政黨推薦,m,0581211,52,臺灣省,高中(職),N,Y,245
宜蘭縣羅東鎮羅莊里,2,許文川,無黨籍及未經政黨推薦,m,0490415,62,臺灣省,專科,N,N,131
宜蘭縣羅東鎮羅莊里,3,潘佳樟,無黨籍及未經政黨推薦,m,0801222,30,臺灣省,大學,Y,N,120
宜蘭縣羅東鎮南昌里,1,李玉雲,無黨籍及未經政黨推薦,f,0530501,58,臺灣省,高中(職),N,Y,247
宜蘭縣羅東鎮南昌里,2,林丞溱,無黨籍及未經政黨推薦,f,0520416,59,臺灣省,高中(職)以下,N,N,124
宜蘭縣羅東鎮南昌里,3,吳文聲,無黨籍及未經政黨推薦,m,0490204,62,臺灣省,專科,N,N,160
宜蘭縣羅東鎮南豪里,1,林聰雄,無黨籍及未經政黨推薦,m,0411218,69,臺灣省,高中(職)以下,Y,Y,682
宜蘭縣羅東鎮成功里,1,林智威,無黨籍及未經政黨推薦,m,0480905,63,臺灣省,高中(職),N,N,270
宜蘭縣羅東鎮成功里,2,蔡朝金,無黨籍及未經政黨推薦,m,0460529,65,臺灣省,大學,Y,Y,362
宜蘭縣羅東鎮成功里,3,張健祥,無黨籍及未經政黨推薦,m,0601227,50,臺灣省,專科,N,N,264
宜蘭縣羅東鎮仁德里,1,林啓東,無黨籍及未經政黨推薦,m,0491201,61,臺灣省,高中(職),Y,Y,601
宜蘭縣羅東鎮漢民里,1,廖士謀,中國國民黨,m,0391220,71,臺灣省,高中(職),Y,Y,353
宜蘭縣羅東鎮漢民里,2,郭素貞,無黨籍及未經政黨推薦,f,0430708,68,臺灣省,高中(職),N,N,325
宜蘭縣羅東鎮西安里,1,劉文富,無黨籍及未經政黨推薦,m,0480518,63,臺灣省,高中(職),Y,N,403
宜蘭縣羅東鎮西安里,2,陳秀英,無黨籍及未經政黨推薦,f,0520528,59,臺灣省,高中(職)以下,N,Y,391
宜蘭縣羅東鎮北成里,1,羅暳鎂,無黨籍及未經政黨推薦,f,0560920,55,臺灣省,高中(職),Y,Y,365
宜蘭縣羅東鎮賢文里,1,張智傑,無黨籍及未經政黨推薦,m,0750123,36,臺灣省,大學,Y,Y,520
宜蘭縣羅東鎮公正里,1,林豐裕,無黨籍及未經政黨推薦,m,0440110,67,臺灣省,高中(職),Y,Y,634
宜蘭縣羅東鎮集祥里,1,黃文育,無黨籍及未經政黨推薦,m,0530112,58,臺灣省,高中(職)以下,N,Y,269
宜蘭縣羅東鎮集祥里,2,林柏豪,無黨籍及未經政黨推薦,m,0850213,26,臺北市,高中(職),N,N,213
宜蘭縣羅東鎮信義里,1,林榮華,無黨籍及未經政黨推薦,m,0521208,58,臺灣省,專科,N,N,35
宜蘭縣羅東鎮信義里,2,邱俊維,無黨籍及未經政黨推薦,m,0820420,29,臺北市,大學,N,Y,349
宜蘭縣羅東鎮信義里,3,林文偉,無黨籍及未經政黨推薦,m,0720211,39,臺灣省,高中(職),N,N,75
宜蘭縣羅東鎮竹林里,1,黃德勝,無黨籍及未經政黨推薦,m,0440216,67,臺灣省,高中(職),Y,N,271
宜蘭縣羅東鎮竹林里,2,黃松河,無黨籍及未經政黨推薦,m,0460726,65,臺灣省,高中(職)以下,N,Y,244
宜蘭縣羅東鎮仁愛里,1,林邱鳳鶯,無黨籍及未經政黨推薦,f,0451005,66,新北市,高中(職)以下,N,N,291
宜蘭縣羅東鎮仁愛里,2,陳漢松,民主進步黨,m,0470914,64,臺灣省,高中(職)以下,Y,Y,391
宜蘭縣羅東鎮樹林里,1,黃素琴,無黨籍及未經政黨推薦,f,0510913,60,臺灣省,高中(職)以下,N,N,104
宜蘭縣羅東鎮樹林里,2,黃再興,無黨籍及未經政黨推薦,m,0390826,72,臺灣省,高中(職)以下,Y,N,226
宜蘭縣羅東鎮樹林里,3,林淑如,無黨籍及未經政黨推薦,f,0690530,42,臺灣省,專科,N,Y,301
宜蘭縣羅東鎮國華里,1,陳志明,無黨籍及未經政黨推薦,m,0581115,52,臺灣省,高中(職)以下,N,N,78
宜蘭縣羅東鎮國華里,2,蕭敏華,民主進步黨,f,0671202,43,臺灣省,高中(職)以下,N,N,207
宜蘭縣羅東鎮國華里,3,游文龍,無黨籍及未經政黨推薦,m,0571231,53,臺灣省,高中(職),Y,Y,255
宜蘭縣羅東鎮維揚里,1,江峯明,民主進步黨,m,0560901,55,臺灣省,高中(職),N,N,186
宜蘭縣羅東鎮維揚里,2,黃玉花,無黨籍及未經政黨推薦,f,0400728,71,臺灣省,高中(職),N,N,178
宜蘭縣羅東鎮維揚里,3,駱錫,無黨籍及未經政黨推薦,m,0430510,68,臺灣省,高中(職),N,Y,210
宜蘭縣羅東鎮開明里,1,李旭盛,無黨籍及未經政黨推薦,m,0600114,51,臺灣省,高中(職),Y,Y,335
宜蘭縣羅東鎮中山里,1,魏綺嫺,無黨籍及未經政黨推薦,f,0650927,46,臺灣省,專科,Y,Y,604
宜蘭縣羅東鎮中山里,2,許家銘,無黨籍及未經政黨推薦,m,0571216,53,臺灣省,大學,N,N,218
宜蘭縣羅東鎮仁和里,1,藍亮如,無黨籍及未經政黨推薦,f,0491217,61,臺灣省,大學,Y,Y,479
宜蘭縣蘇澳鎮龍德里,1,林崇賢,無黨籍及未經政黨推薦,m,0401118,70,臺灣省,高中(職),N,N,178
宜蘭縣蘇澳鎮龍德里,2,陳素琴,無黨籍及未經政黨推薦,f,0590923,52,臺灣省,高中(職),Y,Y,382
宜蘭縣蘇澳鎮頂寮里,1,李寶連,無黨籍及未經政黨推薦,f,0450805,66,臺灣省,高中(職)以下,Y,Y,604
宜蘭縣蘇澳鎮永榮里,1,陳來發,無黨籍及未經政黨推薦,m,0490401,62,臺灣省,高中(職)以下,N,N,70
宜蘭縣蘇澳鎮永榮里,2,賴錦昌,無黨籍及未經政黨推薦,m,0471205,63,臺灣省,高中(職),Y,Y,232
宜蘭縣蘇澳鎮永榮里,3,簡淑惠,無黨籍及未經政黨推薦,f,0570203,54,臺灣省,高中(職),N,N,167
宜蘭縣蘇澳鎮存仁里,1,蕭阿添,無黨籍及未經政黨推薦,m,0380413,73,臺灣省,高中(職)以下,Y,N,8
宜蘭縣蘇澳鎮存仁里,2,陳清池,無黨籍及未經政黨推薦,m,0410908,70,臺灣省,高中(職)以下,N,N,5
宜蘭縣蘇澳鎮存仁里,3,楊柳枝,無黨籍及未經政黨推薦,m,0380408,73,臺灣省,高中(職)以下,N,N,39
