地區,政黨,號次,得票數,得票率
臺北市松山區,親民黨,5,3130,6.79%
臺北市松山區,新黨,6,1126,2.44%
臺北市松山區,農民黨,7,54,0.12%
臺北市松山區,民主進步黨,8,16836,36.55%
臺北市松山區,公民黨,9,54,0.12%
臺北市松山區,中國國民黨,10,19232,41.76%
臺北市松山區,張亞中等150人聯盟,11,1497,3.25%
臺北市松山區,王廷興等20人聯盟,12,75,0.16%
臺北市信義區,台灣團結聯盟,1,3067,6.19%
臺北市信義區,建國黨,2,87,0.18%
臺北市信義區,中國民眾黨,3,721,1.46%
臺北市信義區,無黨團結聯盟,4,110,0.22%
臺北市信義區,親民黨,5,3746,7.56%
臺北市信義區,新黨,6,1252,2.53%
臺北市信義區,農民黨,7,76,0.15%
臺北市信義區,民主進步黨,8,16483,33.27%
臺北市信義區,公民黨,9,66,0.13%
臺北市信義區,中國國民黨,10,22178,44.76%
臺北市信義區,張亞中等150人聯盟,11,1660,3.35%
臺北市信義區,王廷興等20人聯盟,12,101,0.20%
臺北市中山區,台灣團結聯盟,1,3811,8.42%
臺北市中山區,建國黨,2,108,0.24%
臺北市中山區,中國民眾黨,3,532,1.18%
臺北市中山區,無黨團結聯盟,4,97,0.21%
臺北市中山區,親民黨,5,2550,5.64%
臺北市中山區,新黨,6,815,1.80%
臺北市中山區,農民黨,7,48,0.11%
臺北市中山區,民主進步黨,8,19927,44.05%
臺北市中山區,公民黨,9,61,0.13%
臺北市中山區,中國國民黨,10,16148,35.69%
臺北市中山區,張亞中等150人聯盟,11,1078,2.38%
臺北市中山區,王廷興等20人聯盟,12,69,0.15%
臺北市大同區,台灣團結聯盟,1,2633,10.32%
臺北市大同區,建國黨,2,64,0.25%
臺北市大同區,中國民眾黨,3,284,1.11%
臺北市大同區,無黨團結聯盟,4,50,0.20%
臺北市大同區,親民黨,5,966,3.79%
臺北市大同區,新黨,6,208,0.82%
臺北市大同區,農民黨,7,36,0.14%
臺北市大同區,民主進步黨,8,13683,53.61%
臺北市大同區,公民黨,9,36,0.14%
臺北市大同區,中國國民黨,10,7187,28.17%
臺北市大同區,張亞中等150人聯盟,11,326,1.28%
臺北市大同區,王廷興等20人聯盟,12,43,0.17%
臺北市中正區,台灣團結聯盟,1,2214,6.41%
臺北市中正區,建國黨,2,83,0.24%
臺北市中正區,中國民眾黨,3,448,1.30%
臺北市中正區,無黨團結聯盟,4,62,0.18%
臺北市中正區,親民黨,5,2355,6.82%
臺北市中正區,新黨,6,831,2.40%
臺北市中正區,農民黨,7,69,0.20%
臺北市中正區,民主進步黨,8,12341,35.71%
臺北市中正區,公民黨,9,46,0.13%
臺北市中正區,中國國民黨,10,14702,42.54%
臺北市中正區,張亞中等150人聯盟,11,1353,3.92%
臺北市中正區,王廷興等20人聯盟,12,52,0.15%
臺北市萬華區,台灣團結聯盟,1,2801,6.48%
臺北市萬華區,建國黨,2,95,0.22%
臺北市萬華區,中國民眾黨,3,568,1.31%
臺北市萬華區,無黨團結聯盟,4,85,0.20%
臺北市萬華區,親民黨,5,2360,5.46%
臺北市萬華區,新黨,6,625,1.45%
臺北市萬華區,農民黨,7,88,0.20%
臺北市萬華區,民主進步黨,8,19092,44.14%
臺北市萬華區,公民黨,9,77,0.18%
臺北市萬華區,中國國民黨,10,16443,38.03%
臺北市萬華區,張亞中等150人聯盟,11,926,2.14%
臺北市萬華區,王廷興等20人聯盟,12,81,0.19%
臺北市大安區,台灣團結聯盟,1,4679,6.62%
臺北市大安區,建國黨,2,143,0.20%
臺北市大安區,中國民眾黨,3,873,1.24%
臺北市大安區,無黨團結聯盟,4,168,0.24%
臺北市大安區,親民黨,5,5356,7.58%
臺北市大安區,新黨,6,2095,2.97%
臺北市大安區,農民黨,7,81,0.11%
臺北市大安區,民主進步黨,8,22859,32.35%
臺北市大安區,公民黨,9,60,0.08%
臺北市大安區,中國國民黨,10,31055,43.96%
臺北市大安區,張亞中等150人聯盟,11,3150,4.46%
臺北市大安區,王廷興等20人聯盟,12,132,0.19%
臺北市文山區,台灣團結聯盟,1,2713,5.28%
臺北市文山區,建國黨,2,99,0.19%
臺北市文山區,中國民眾黨,3,730,1.42%
臺北市文山區,無黨團結聯盟,4,112,0.22%
臺北市文山區,親民黨,5,3918,7.62%
臺北市文山區,新黨,6,1586,3.08%
臺北市文山區,農民黨,7,66,0.13%
臺北市文山區,民主進步黨,8,14534,28.27%
臺北市文山區,公民黨,9,69,0.13%
臺北市文山區,中國國民黨,10,24807,48.25%
臺北市文山區,張亞中等150人聯盟,11,2676,5.20%
臺北市文山區,王廷興等20人聯盟,12,107,0.21%
高雄市鹽埕區,台灣團結聯盟,1,813,10.84%
高雄市鹽埕區,建國黨,2,36,0.48%
高雄市鹽埕區,中國民眾黨,3,41,0.55%
高雄市鹽埕區,無黨團結聯盟,4,18,0.24%
高雄市鹽埕區,親民黨,5,350,4.67%
高雄市鹽埕區,新黨,6,21,0.28%
高雄市鹽埕區,農民黨,7,8,0.11%
高雄市鹽埕區,民主進步黨,8,3818,50.92%
高雄市鹽埕區,公民黨,9,10,0.13%
高雄市鹽埕區,中國國民黨,10,2300,30.67%
高雄市鹽埕區,張亞中等150人聯盟,11,78,1.04%
高雄市鹽埕區,王廷興等20人聯盟,12,5,0.07%
高雄市鼓山區,台灣團結聯盟,1,2233,9.18%
高雄市鼓山區,建國黨,2,58,0.24%
高雄市鼓山區,中國民眾黨,3,179,0.74%
高雄市鼓山區,無黨團結聯盟,4,96,0.39%
高雄市鼓山區,親民黨,5,1372,5.64%
高雄市鼓山區,新黨,6,155,0.64%
高雄市鼓山區,農民黨,7,31,0.13%
高雄市鼓山區,民主進步黨,8,10737,44.15%
高雄市鼓山區,公民黨,9,44,0.18%
高雄市鼓山區,中國國民黨,10,9015,37.08%
高雄市鼓山區,張亞中等150人聯盟,11,369,1.52%
高雄市鼓山區,王廷興等20人聯盟,12,26,0.11%
高雄市旗津區,台灣團結聯盟,1,545,11.38%
高雄市旗津區,建國黨,2,12,0.25%
高雄市旗津區,中國民眾黨,3,33,0.69%
高雄市旗津區,無黨團結聯盟,4,10,0.21%
高雄市旗津區,親民黨,5,130,2.71%
高雄市旗津區,新黨,6,18,0.38%
高雄市旗津區,農民黨,7,12,0.25%
高雄市旗津區,民主進步黨,8,2534,52.89%
高雄市旗津區,公民黨,9,15,0.31%
高雄市旗津區,中國國民黨,10,1438,30.01%
高雄市旗津區,張亞中等150人聯盟,11,33,0.69%
高雄市旗津區,王廷興等20人聯盟,12,11,0.23%
高雄市左營區,台灣團結聯盟,1,2517,6.95%
高雄市左營區,建國黨,2,54,0.15%
高雄市左營區,中國民眾黨,3,247,0.68%
高雄市左營區,無黨團結聯盟,4,96,0.26%
高雄市左營區,親民黨,5,2993,8.26%
高雄市左營區,新黨,6,280,0.77%
高雄市左營區,農民黨,7,33,0.09%
高雄市左營區,民主進步黨,8,12509,34.52%
高雄市左營區,公民黨,9,55,0.15%
高雄市左營區,中國國民黨,10,16740,46.21%
高雄市左營區,張亞中等150人聯盟,11,676,1.87%
高雄市左營區,王廷興等20人聯盟,12,32,0.09%
高雄市楠梓區,台灣團結聯盟,1,2512,8.09%
高雄市楠梓區,建國黨,2,43,0.14%
高雄市楠梓區,中國民眾黨,3,264,0.85%
高雄市楠梓區,無黨團結聯盟,4,67,0.22%
高雄市楠梓區,親民黨,5,1822,5.87%
高雄市楠梓區,新黨,6,164,0.53%
高雄市楠梓區,農民黨,7,66,0.21%
高雄市楠梓區,民主進步黨,8,13801,44.42%
高雄市楠梓區,公民黨,9,57,0.18%
高雄市楠梓區,中國國民黨,10,11802,37.99%
高雄市楠梓區,張亞中等150人聯盟,11,434,1.40%
高雄市楠梓區,王廷興等20人聯盟,12,30,0.10%
高雄市三民區,台灣團結聯盟,1,7006,10.21%
高雄市三民區,建國黨,2,118,0.17%
高雄市三民區,中國民眾黨,3,421,0.61%
高雄市三民區,無黨團結聯盟,4,164,0.24%
高雄市三民區,親民黨,5,2913,4.24%
高雄市三民區,新黨,6,324,0.47%
高雄市三民區,農民黨,7,123,0.18%
高雄市三民區,民主進步黨,8,34939,50.92%
高雄市三民區,公民黨,9,100,0.15%
高雄市三民區,中國國民黨,10,21578,31.44%
高雄市三民區,張亞中等150人聯盟,11,882,1.29%
高雄市三民區,王廷興等20人聯盟,12,56,0.08%
高雄市新興區,台灣團結聯盟,1,1640,11.72%
高雄市新興區,建國黨,2,23,0.16%
高雄市新興區,中國民眾黨,3,79,0.56%
高雄市新興區,無黨團結聯盟,4,33,0.24%
高雄市新興區,親民黨,5,607,4.34%
高雄市新興區,新黨,6,63,0.45%
高雄市新興區,農民黨,7,14,0.10%
高雄市新興區,民主進步黨,8,6572,46.97%
高雄市新興區,公民黨,9,20,0.14%
高雄市新興區,中國國民黨,10,4751,33.95%
高雄市新興區,張亞中等150人聯盟,11,177,1.26%
高雄市新興區,王廷興等20人聯盟,12,16,0.11%
高雄市前金區,台灣團結聯盟,1,931,12.26%
高雄市前金區,建國黨,2,20,0.26%
高雄市前金區,中國民眾黨,3,33,0.43%
高雄市前金區,無黨團結聯盟,4,18,0.24%
高雄市前金區,親民黨,5,362,4.77%
高雄市前金區,新黨,6,31,0.41%
高雄市前金區,農民黨,7,8,0.11%
高雄市前金區,民主進步黨,8,3554,46.80%
高雄市前金區,公民黨,9,10,0.13%
高雄市前金區,中國國民黨,10,2507,33.02%
高雄市前金區,張亞中等150人聯盟,11,113,1.49%
高雄市前金區,王廷興等20人聯盟,12,6,0.08%
高雄市苓雅區,台灣團結聯盟,1,4691,11.23%
高雄市苓雅區,建國黨,2,102,0.24%
高雄市苓雅區,中國民眾黨,3,306,0.73%
高雄市苓雅區,無黨團結聯盟,4,89,0.21%
高雄市苓雅區,親民黨,5,2222,5.32%
高雄市苓雅區,新黨,6,244,0.58%
高雄市苓雅區,農民黨,7,63,0.15%
高雄市苓雅區,民主進步黨,8,18929,45.31%
高雄市苓雅區,公民黨,9,57,0.14%
高雄市苓雅區,中國國民黨,10,14461,34.61%
高雄市苓雅區,張亞中等150人聯盟,11,586,1.40%
高雄市苓雅區,王廷興等20人聯盟,12,34,0.08%
高雄市前鎮區,台灣團結聯盟,1,3884,9.75%
高雄市前鎮區,建國黨,2,98,0.25%
高雄市前鎮區,中國民眾黨,3,232,0.58%
高雄市前鎮區,無黨團結聯盟,4,102,0.26%
高雄市前鎮區,親民黨,5,1971,4.95%
高雄市前鎮區,新黨,6,190,0.48%
高雄市前鎮區,農民黨,7,62,0.16%
高雄市前鎮區,民主進步黨,8,19862,49.84%
高雄市前鎮區,公民黨,9,64,0.16%
高雄市前鎮區,中國國民黨,10,12808,32.15%
高雄市前鎮區,張亞中等150人聯盟,11,524,1.32%
高雄市前鎮區,王廷興等20人聯盟,12,41,0.10%
高雄市小港區,台灣團結聯盟,1,2822,11.71%
高雄市小港區,建國黨,2,49,0.20%
高雄市小港區,中國民眾黨,3,177,0.73%
高雄市小港區,無黨團結聯盟,4,59,0.24%
高雄市小港區,親民黨,5,1072,4.45%
高雄市小港區,新黨,6,79,0.33%
高雄市小港區,農民黨,7,74,0.31%
高雄市小港區,民主進步黨,8,11466,47.58%
高雄市小港區,公民黨,9,49,0.20%
高雄市小港區,中國國民黨,10,7999,33.19%
高雄市小港區,張亞中等150人聯盟,11,225,0.93%
高雄市小港區,王廷興等20人聯盟,12,31,0.13%
臺北縣板橋市,台灣團結聯盟,1,6718,7.35%
臺北縣板橋市,建國黨,2,157,0.17%
臺北縣板橋市,中國民眾黨,3,1360,1.49%
臺北縣板橋市,無黨團結聯盟,4,257,0.28%
臺北縣板橋市,親民黨,5,5618,6.15%
臺北縣板橋市,新黨,6,892,0.98%
臺北縣板橋市,農民黨,7,190,0.21%
臺北縣板橋市,民主進步黨,8,41144,45.03%
臺北縣板橋市,公民黨,9,162,0.18%
臺北縣板橋市,中國國民黨,10,32694,35.78%
臺北縣板橋市,張亞中等150人聯盟,11,1876,2.05%
臺北縣板橋市,王廷興等20人聯盟,12,305,0.33%
臺北縣三重市,台灣團結聯盟,1,5521,8.50%
臺北縣三重市,建國黨,2,151,0.23%
臺北縣三重市,中國民眾黨,3,903,1.39%
臺北縣三重市,無黨團結聯盟,4,267,0.41%
臺北縣三重市,親民黨,5,3308,5.09%
臺北縣三重市,新黨,6,433,0.67%
臺北縣三重市,農民黨,7,177,0.27%
臺北縣三重市,民主進步黨,8,33643,51.78%
臺北縣三重市,公民黨,9,142,0.22%
臺北縣三重市,中國國民黨,10,19428,29.90%
臺北縣三重市,張亞中等150人聯盟,11,875,1.35%
臺北縣三重市,王廷興等20人聯盟,12,124,0.19%
臺北縣中和市,台灣團結聯盟,1,3587,4.53%
臺北縣中和市,建國黨,2,150,0.19%
臺北縣中和市,中國民眾黨,3,1223,1.54%
臺北縣中和市,無黨團結聯盟,4,175,0.22%
臺北縣中和市,親民黨,5,7016,8.85%
臺北縣中和市,新黨,6,1531,1.93%
臺北縣中和市,農民黨,7,154,0.19%
臺北縣中和市,民主進步黨,8,27632,34.86%
臺北縣中和市,公民黨,9,142,0.18%
臺北縣中和市,中國國民黨,10,35014,44.18%
臺北縣中和市,張亞中等150人聯盟,11,2480,3.13%
臺北縣中和市,王廷興等20人聯盟,12,157,0.20%
臺北縣永和市,台灣團結聯盟,1,2278,4.88%
臺北縣永和市,建國黨,2,74,0.16%
臺北縣永和市,中國民眾黨,3,726,1.55%
臺北縣永和市,無黨團結聯盟,4,98,0.21%
臺北縣永和市,親民黨,5,4383,9.38%
臺北縣永和市,新黨,6,1107,2.37%
臺北縣永和市,農民黨,7,60,0.13%
臺北縣永和市,民主進步黨,8,14222,30.45%
臺北縣永和市,公民黨,9,56,0.12%
臺北縣永和市,中國國民黨,10,21720,46.49%
臺北縣永和市,張亞中等150人聯盟,11,1909,4.09%
臺北縣永和市,王廷興等20人聯盟,12,79,0.17%
臺北縣新莊市,台灣團結聯盟,1,3954,7.22%
臺北縣新莊市,建國黨,2,122,0.22%
臺北縣新莊市,中國民眾黨,3,754,1.38%
臺北縣新莊市,無黨團結聯盟,4,143,0.26%
臺北縣新莊市,親民黨,5,3303,6.03%
臺北縣新莊市,新黨,6,417,0.76%
臺北縣新莊市,農民黨,7,146,0.27%
臺北縣新莊市,民主進步黨,8,27187,49.67%
臺北縣新莊市,公民黨,9,110,0.20%
臺北縣新莊市,中國國民黨,10,17606,32.16%
臺北縣新莊市,張亞中等150人聯盟,11,909,1.66%
臺北縣新莊市,王廷興等20人聯盟,12,94,0.17%
臺北縣新店市,台灣團結聯盟,1,2330,4.15%
臺北縣新店市,建國黨,2,105,0.19%
臺北縣新店市,中國民眾黨,3,876,1.56%
臺北縣新店市,無黨團結聯盟,4,126,0.22%
臺北縣新店市,親民黨,5,5282,9.41%
臺北縣新店市,新黨,6,1646,2.93%
臺北縣新店市,農民黨,7,87,0.15%
臺北縣新店市,民主進步黨,8,15777,28.10%
臺北縣新店市,公民黨,9,66,0.12%
臺北縣新店市,中國國民黨,10,27047,48.18%
臺北縣新店市,張亞中等150人聯盟,11,2702,4.81%
臺北縣新店市,王廷興等20人聯盟,12,100,0.18%
臺北縣土城市,台灣團結聯盟,1,2538,7.31%
臺北縣土城市,建國黨,2,75,0.22%
臺北縣土城市,中國民眾黨,3,588,1.69%
臺北縣土城市,無黨團結聯盟,4,96,0.28%
臺北縣土城市,親民黨,5,2532,7.30%
臺北縣土城市,新黨,6,324,0.93%
臺北縣土城市,農民黨,7,84,0.24%
臺北縣土城市,民主進步黨,8,14821,42.72%
臺北縣土城市,公民黨,9,81,0.23%
臺北縣土城市,中國國民黨,10,12828,36.97%
臺北縣土城市,張亞中等150人聯盟,11,674,1.94%
臺北縣土城市,王廷興等20人聯盟,12,58,0.17%
臺北縣蘆洲市,台灣團結聯盟,1,2050,8.83%
臺北縣蘆洲市,建國黨,2,41,0.18%
臺北縣蘆洲市,中國民眾黨,3,296,1.28%
臺北縣蘆洲市,無黨團結聯盟,4,66,0.28%
臺北縣蘆洲市,親民黨,5,1089,4.69%
臺北縣蘆洲市,新黨,6,128,0.55%
臺北縣蘆洲市,農民黨,7,56,0.24%
臺北縣蘆洲市,民主進步黨,8,11980,51.63%
臺北縣蘆洲市,公民黨,9,40,0.17%
臺北縣蘆洲市,中國國民黨,10,7124,30.70%
臺北縣蘆洲市,張亞中等150人聯盟,11,272,1.17%
臺北縣蘆洲市,王廷興等20人聯盟,12,66,0.28%
臺北縣汐止市,台灣團結聯盟,1,1526,5.76%
臺北縣汐止市,建國黨,2,60,0.23%
臺北縣汐止市,中國民眾黨,3,434,1.64%
臺北縣汐止市,無黨團結聯盟,4,64,0.24%
臺北縣汐止市,親民黨,5,2014,7.60%
臺北縣汐止市,新黨,6,529,2.00%
臺北縣汐止市,農民黨,7,66,0.25%
臺北縣汐止市,民主進步黨,8,10710,40.39%
臺北縣汐止市,公民黨,9,39,0.15%
臺北縣汐止市,中國國民黨,10,10350,39.04%
臺北縣汐止市,張亞中等150人聯盟,11,658,2.48%
臺北縣汐止市,王廷興等20人聯盟,12,58,0.22%
臺北縣樹林市,台灣團結聯盟,1,1861,8.23%
臺北縣樹林市,建國黨,2,65,0.29%
臺北縣樹林市,中國民眾黨,3,358,1.58%
臺北縣樹林市,無黨團結聯盟,4,53,0.23%
臺北縣樹林市,親民黨,5,1329,5.87%
臺北縣樹林市,新黨,6,141,0.62%
臺北縣樹林市,農民黨,7,62,0.27%
臺北縣樹林市,民主進步黨,8,10671,47.18%
臺北縣樹林市,公民黨,9,49,0.22%
臺北縣樹林市,中國國民黨,10,7651,33.82%
臺北縣樹林市,張亞中等150人聯盟,11,320,1.41%
臺北縣樹林市,王廷興等20人聯盟,12,64,0.28%
臺北縣鶯歌鎮,台灣團結聯盟,1,1076,9.59%
臺北縣鶯歌鎮,建國黨,2,24,0.21%
臺北縣鶯歌鎮,中國民眾黨,3,196,1.75%
臺北縣鶯歌鎮,無黨團結聯盟,4,37,0.33%
臺北縣鶯歌鎮,親民黨,5,625,5.57%
臺北縣鶯歌鎮,新黨,6,79,0.70%
臺北縣鶯歌鎮,農民黨,7,51,0.45%
臺北縣鶯歌鎮,民主進步黨,8,5208,46.43%
臺北縣鶯歌鎮,公民黨,9,29,0.26%
臺北縣鶯歌鎮,中國國民黨,10,3735,33.29%
臺北縣鶯歌鎮,張亞中等150人聯盟,11,137,1.22%
臺北縣鶯歌鎮,王廷興等20人聯盟,12,23,0.20%
臺北縣三峽鎮,台灣團結聯盟,1,1108,9.51%
臺北縣三峽鎮,建國黨,2,48,0.41%
臺北縣三峽鎮,中國民眾黨,3,194,1.67%
臺北縣三峽鎮,無黨團結聯盟,4,51,0.44%
臺北縣三峽鎮,親民黨,5,849,7.29%
臺北縣三峽鎮,新黨,6,86,0.74%
臺北縣三峽鎮,農民黨,7,50,0.43%
臺北縣三峽鎮,民主進步黨,8,4970,42.65%
臺北縣三峽鎮,公民黨,9,28,0.24%
臺北縣三峽鎮,中國國民黨,10,4037,34.66%
臺北縣三峽鎮,張亞中等150人聯盟,11,199,1.71%
臺北縣三峽鎮,王廷興等20人聯盟,12,29,0.25%
臺北縣淡水鎮,台灣團結聯盟,1,1769,9.66%
臺北縣淡水鎮,建國黨,2,56,0.31%
臺北縣淡水鎮,中國民眾黨,3,299,1.63%
臺北縣淡水鎮,無黨團結聯盟,4,44,0.24%
臺北縣淡水鎮,親民黨,5,1115,6.09%
臺北縣淡水鎮,新黨,6,234,1.28%
臺北縣淡水鎮,農民黨,7,51,0.28%
臺北縣淡水鎮,民主進步黨,8,7211,39.35%
臺北縣淡水鎮,公民黨,9,45,0.25%
臺北縣淡水鎮,中國國民黨,10,7005,38.25%
臺北縣淡水鎮,張亞中等150人聯盟,11,449,2.45%
臺北縣淡水鎮,王廷興等20人聯盟,12,38,0.21%
臺北縣瑞芳鎮,台灣團結聯盟,1,405,6.36%
臺北縣瑞芳鎮,建國黨,2,23,0.36%
臺北縣瑞芳鎮,中國民眾黨,3,94,1.48%
臺北縣瑞芳鎮,無黨團結聯盟,4,26,0.41%
臺北縣瑞芳鎮,親民黨,5,337,5.29%
臺北縣瑞芳鎮,新黨,6,34,0.53%
臺北縣瑞芳鎮,農民黨,7,34,0.53%
臺北縣瑞芳鎮,民主進步黨,8,2501,39.29%
臺北縣瑞芳鎮,公民黨,9,23,0.36%
臺北縣瑞芳鎮,中國國民黨,10,2793,43.90%
臺北縣瑞芳鎮,張亞中等150人聯盟,11,74,1.16%
臺北縣瑞芳鎮,王廷興等20人聯盟,12,21,0.33%
臺北縣五股鄉,台灣團結聯盟,1,834,7.65%
臺北縣五股鄉,建國黨,2,40,0.37%
臺北縣五股鄉,中國民眾黨,3,159,1.46%
臺北縣五股鄉,無黨團結聯盟,4,25,0.23%
臺北縣五股鄉,親民黨,5,676,6.20%
臺北縣五股鄉,新黨,6,109,1.00%
臺北縣五股鄉,農民黨,7,41,0.38%
臺北縣五股鄉,民主進步黨,8,4848,44.49%
臺北縣五股鄉,公民黨,9,37,0.34%
臺北縣五股鄉,中國國民黨,10,3917,35.95%
臺北縣五股鄉,張亞中等150人聯盟,11,179,1.64%
臺北縣五股鄉,王廷興等20人聯盟,12,32,0.29%
臺北縣泰山鄉,台灣團結聯盟,1,731,7.38%
臺北縣泰山鄉,建國黨,2,20,0.20%
臺北縣泰山鄉,中國民眾黨,3,161,1.63%
臺北縣泰山鄉,無黨團結聯盟,4,41,0.41%
臺北縣泰山鄉,親民黨,5,872,8.81%
臺北縣泰山鄉,新黨,6,89,0.90%
臺北縣泰山鄉,農民黨,7,27,0.27%
臺北縣泰山鄉,民主進步黨,8,4240,42.82%
臺北縣泰山鄉,公民黨,9,23,0.23%
臺北縣泰山鄉,中國國民黨,10,3521,35.56%
臺北縣泰山鄉,張亞中等150人聯盟,11,166,1.68%
臺北縣泰山鄉,王廷興等20人聯盟,12,11,0.11%
臺北縣林口鄉,台灣團結聯盟,1,514,7.37%
臺北縣林口鄉,建國黨,2,18,0.26%
臺北縣林口鄉,中國民眾黨,3,100,1.43%
臺北縣林口鄉,無黨團結聯盟,4,24,0.34%
臺北縣林口鄉,親民黨,5,672,9.64%
臺北縣林口鄉,新黨,6,84,1.20%
臺北縣林口鄉,農民黨,7,20,0.29%
臺北縣林口鄉,民主進步黨,8,2879,41.28%
臺北縣林口鄉,公民黨,9,16,0.23%
臺北縣林口鄉,中國國民黨,10,2357,33.80%
臺北縣林口鄉,張亞中等150人聯盟,11,196,2.81%
臺北縣林口鄉,王廷興等20人聯盟,12,94,1.35%
臺北縣深坑鄉,台灣團結聯盟,1,185,5.47%
臺北縣深坑鄉,建國黨,2,20,0.59%
臺北縣深坑鄉,中國民眾黨,3,76,2.25%
臺北縣深坑鄉,無黨團結聯盟,4,9,0.27%
臺北縣深坑鄉,親民黨,5,281,8.31%
臺北縣深坑鄉,新黨,6,57,1.69%
臺北縣深坑鄉,農民黨,7,8,0.24%
臺北縣深坑鄉,民主進步黨,8,1301,38.47%
臺北縣深坑鄉,公民黨,9,4,0.12%
臺北縣深坑鄉,中國國民黨,10,1329,39.27%
臺北縣深坑鄉,張亞中等150人聯盟,11,102,3.02%
臺北縣深坑鄉,王廷興等20人聯盟,12,10,0.30%
臺北縣石碇鄉,台灣團結聯盟,1,95,7.02%
臺北縣石碇鄉,建國黨,2,2,0.15%
臺北縣石碇鄉,中國民眾黨,3,25,1.85%
臺北縣石碇鄉,無黨團結聯盟,4,4,0.30%
臺北縣石碇鄉,親民黨,5,38,2.81%
臺北縣石碇鄉,新黨,6,4,0.30%
臺北縣石碇鄉,農民黨,7,7,0.52%
臺北縣石碇鄉,民主進步黨,8,666,49.21%
臺北縣石碇鄉,公民黨,9,5,0.37%
臺北縣石碇鄉,中國國民黨,10,481,35.55%
臺北縣石碇鄉,張亞中等150人聯盟,11,23,1.70%
臺北縣石碇鄉,王廷興等20人聯盟,12,3,0.22%
臺北縣坪林鄉,台灣團結聯盟,1,53,5.78%
臺北縣坪林鄉,建國黨,2,3,0.33%
臺北縣坪林鄉,中國民眾黨,3,14,1.53%
臺北縣坪林鄉,無黨團結聯盟,4,3,0.33%
臺北縣坪林鄉,親民黨,5,30,3.27%
臺北縣坪林鄉,新黨,6,3,0.33%
臺北縣坪林鄉,農民黨,7,4,0.44%
臺北縣坪林鄉,民主進步黨,8,529,57.67%
臺北縣坪林鄉,公民黨,9,4,0.44%
臺北縣坪林鄉,中國國民黨,10,271,29.55%
臺北縣坪林鄉,張亞中等150人聯盟,11,1,0.11%
臺北縣坪林鄉,王廷興等20人聯盟,12,2,0.22%
臺北縣三芝鄉,台灣團結聯盟,1,404,14.96%
臺北縣三芝鄉,建國黨,2,18,0.67%
臺北縣三芝鄉,中國民眾黨,3,43,1.59%
臺北縣三芝鄉,無黨團結聯盟,4,21,0.78%
臺北縣三芝鄉,親民黨,5,118,4.37%
臺北縣三芝鄉,新黨,6,28,1.04%
臺北縣三芝鄉,農民黨,7,24,0.89%
臺北縣三芝鄉,民主進步黨,8,818,30.29%
臺北縣三芝鄉,公民黨,9,15,0.56%
臺北縣三芝鄉,中國國民黨,10,1151,42.59%
