地區,政黨,號次,得票數,得票率
臺北市萬華區,紅黨,11,780,0.80%
臺北市萬華區,客家黨,12,206,0.21%
臺北市中正區,公民黨,1,62,0.08%
臺北市中正區,制憲聯盟,2,48,0.06%
臺北市中正區,台灣團結聯盟,3,2402,3.19%
臺北市中正區,第三社會黨,4,510,0.67%
臺北市中正區,民主進步黨,5,22471,29.90%
臺北市中正區,新黨,6,7910,10.52%
臺北市中正區,綠黨,7,819,1.08%
臺北市中正區,台灣農民黨,8,147,0.19%
臺北市中正區,無黨團結聯盟,9,460,0.61%
臺北市中正區,中國國民黨,10,39420,52.45%
臺北市中正區,紅黨,11,719,0.95%
臺北市中正區,客家黨,12,182,0.24%
臺北市大安區,公民黨,1,84,0.05%
臺北市大安區,制憲聯盟,2,222,0.14%
臺北市大安區,台灣團結聯盟,3,4591,3.07%
臺北市大安區,第三社會黨,4,786,0.52%
臺北市大安區,民主進步黨,5,41650,27.93%
臺北市大安區,新黨,6,18951,12.70%
臺北市大安區,綠黨,7,1832,1.22%
臺北市大安區,台灣農民黨,8,289,0.19%
臺北市大安區,無黨團結聯盟,9,1047,0.70%
臺北市大安區,中國國民黨,10,77811,52.18%
臺北市大安區,紅黨,11,1494,1.00%
臺北市大安區,客家黨,12,353,0.23%
臺北市信義區,公民黨,1,130,0.11%
臺北市信義區,制憲聯盟,2,73,0.06%
臺北市信義區,台灣團結聯盟,3,2722,2.48%
臺北市信義區,第三社會黨,4,494,0.45%
臺北市信義區,民主進步黨,5,31925,29.16%
臺北市信義區,新黨,6,11497,10.50%
臺北市信義區,綠黨,7,1115,1.01%
臺北市信義區,台灣農民黨,8,254,0.23%
臺北市信義區,無黨團結聯盟,9,570,0.52%
臺北市信義區,中國國民黨,10,59326,54.19%
臺北市信義區,紅黨,11,1032,0.94%
臺北市信義區,客家黨,12,323,0.29%
臺北市文山區,公民黨,1,88,0.07%
臺北市文山區,制憲聯盟,2,74,0.05%
臺北市文山區,台灣團結聯盟,3,3068,2.48%
臺北市文山區,第三社會黨,4,840,0.67%
臺北市文山區,民主進步黨,5,29387,23.78%
臺北市文山區,新黨,6,16168,13.08%
臺北市文山區,綠黨,7,1684,1.36%
臺北市文山區,台灣農民黨,8,280,0.22%
臺北市文山區,無黨團結聯盟,9,700,0.56%
臺北市文山區,中國國民黨,10,69863,56.54%
臺北市文山區,紅黨,11,1140,0.92%
臺北市文山區,客家黨,12,262,0.21%
高雄市楠梓區,公民黨,1,305,0.40%
高雄市楠梓區,制憲聯盟,2,279,0.37%
高雄市楠梓區,台灣團結聯盟,3,2459,3.28%
高雄市楠梓區,第三社會黨,4,237,0.31%
高雄市楠梓區,民主進步黨,5,31032,41.50%
高雄市楠梓區,新黨,6,2283,3.05%
高雄市楠梓區,綠黨,7,326,0.43%
高雄市楠梓區,台灣農民黨,8,244,0.32%
高雄市楠梓區,無黨團結聯盟,9,410,0.54%
高雄市楠梓區,中國國民黨,10,36503,48.82%
高雄市楠梓區,紅黨,11,515,0.68%
高雄市楠梓區,客家黨,12,169,0.22%
高雄市左營區,公民黨,1,265,0.31%
高雄市左營區,制憲聯盟,2,228,0.27%
高雄市左營區,台灣團結聯盟,3,2813,3.34%
高雄市左營區,第三社會黨,4,292,0.34%
高雄市左營區,民主進步黨,5,29008,34.52%
高雄市左營區,新黨,6,3709,4.41%
高雄市左營區,綠黨,7,358,0.42%
高雄市左營區,台灣農民黨,8,196,0.23%
高雄市左營區,無黨團結聯盟,9,478,0.56%
高雄市左營區,中國國民黨,10,45769,54.47%
高雄市左營區,紅黨,11,752,0.89%
高雄市左營區,客家黨,12,158,0.18%
高雄市鼓山區,公民黨,1,208,0.35%
高雄市鼓山區,制憲聯盟,2,72,0.12%
高雄市鼓山區,台灣團結聯盟,3,2031,3.50%
高雄市鼓山區,第三社會黨,4,198,0.34%
高雄市鼓山區,民主進步黨,5,24114,41.64%
高雄市鼓山區,新黨,6,2251,3.88%
高雄市鼓山區,綠黨,7,296,0.51%
高雄市鼓山區,台灣農民黨,8,157,0.27%
高雄市鼓山區,無黨團結聯盟,9,307,0.53%
高雄市鼓山區,中國國民黨,10,27738,47.90%
高雄市鼓山區,紅黨,11,432,0.74%
高雄市鼓山區,客家黨,12,97,0.16%
高雄市鹽埕區,公民黨,1,78,0.54%
高雄市鹽埕區,制憲聯盟,2,12,0.08%
高雄市鹽埕區,台灣團結聯盟,3,558,3.87%
高雄市鹽埕區,第三社會黨,4,31,0.21%
高雄市鹽埕區,民主進步黨,5,7242,50.35%
高雄市鹽埕區,新黨,6,368,2.55%
高雄市鹽埕區,綠黨,7,52,0.36%
高雄市鹽埕區,台灣農民黨,8,26,0.18%
高雄市鹽埕區,無黨團結聯盟,9,69,0.47%
高雄市鹽埕區,中國國民黨,10,5823,40.48%
高雄市鹽埕區,紅黨,11,100,0.69%
高雄市鹽埕區,客家黨,12,23,0.15%
高雄市旗津區,公民黨,1,135,1.06%
高雄市旗津區,制憲聯盟,2,25,0.19%
高雄市旗津區,台灣團結聯盟,3,426,3.35%
高雄市旗津區,第三社會黨,4,38,0.29%
高雄市旗津區,民主進步黨,5,6653,52.43%
高雄市旗津區,新黨,6,132,1.04%
高雄市旗津區,綠黨,7,46,0.36%
高雄市旗津區,台灣農民黨,8,42,0.33%
高雄市旗津區,無黨團結聯盟,9,46,0.36%
高雄市旗津區,中國國民黨,10,5050,39.80%
高雄市旗津區,紅黨,11,79,0.62%
高雄市旗津區,客家黨,12,15,0.11%
高雄市三民區,公民黨,1,337,0.20%
高雄市三民區,制憲聯盟,2,305,0.18%
高雄市三民區,台灣團結聯盟,3,7160,4.44%
高雄市三民區,第三社會黨,4,617,0.38%
高雄市三民區,民主進步黨,5,73885,45.90%
高雄市三民區,新黨,6,4433,2.75%
高雄市三民區,綠黨,7,918,0.57%
高雄市三民區,台灣農民黨,8,561,0.34%
高雄市三民區,無黨團結聯盟,9,844,0.52%
高雄市三民區,中國國民黨,10,70267,43.66%
高雄市三民區,紅黨,11,1193,0.74%
高雄市三民區,客家黨,12,419,0.26%
高雄市前金區,公民黨,1,72,0.49%
高雄市前金區,制憲聯盟,2,16,0.11%
高雄市前金區,台灣團結聯盟,3,727,5.02%
高雄市前金區,第三社會黨,4,42,0.29%
高雄市前金區,民主進步黨,5,6389,44.15%
高雄市前金區,新黨,6,481,3.32%
高雄市前金區,綠黨,7,58,0.40%
高雄市前金區,台灣農民黨,8,33,0.22%
高雄市前金區,無黨團結聯盟,9,86,0.59%
高雄市前金區,中國國民黨,10,6430,44.43%
高雄市前金區,紅黨,11,104,0.71%
高雄市前金區,客家黨,12,32,0.22%
高雄市新興區,公民黨,1,121,0.43%
高雄市新興區,制憲聯盟,2,33,0.11%
高雄市新興區,台灣團結聯盟,3,1418,5.14%
高雄市新興區,第三社會黨,4,84,0.30%
高雄市新興區,民主進步黨,5,12158,44.14%
高雄市新興區,新黨,6,852,3.09%
高雄市新興區,綠黨,7,126,0.45%
高雄市新興區,台灣農民黨,8,82,0.29%
高雄市新興區,無黨團結聯盟,9,161,0.58%
高雄市新興區,中國國民黨,10,12239,44.44%
高雄市新興區,紅黨,11,223,0.80%
高雄市新興區,客家黨,12,43,0.15%
高雄市苓雅區,公民黨,1,463,0.52%
高雄市苓雅區,制憲聯盟,2,84,0.09%
高雄市苓雅區,台灣團結聯盟,3,4200,4.76%
高雄市苓雅區,第三社會黨,4,288,0.32%
高雄市苓雅區,民主進步黨,5,37014,41.98%
高雄市苓雅區,新黨,6,3035,3.44%
高雄市苓雅區,綠黨,7,525,0.59%
高雄市苓雅區,台灣農民黨,8,283,0.32%
高雄市苓雅區,無黨團結聯盟,9,443,0.50%
高雄市苓雅區,中國國民黨,10,41018,46.52%
高雄市苓雅區,紅黨,11,633,0.71%
高雄市苓雅區,客家黨,12,175,0.19%
高雄市前鎮區,公民黨,1,777,0.85%
高雄市前鎮區,制憲聯盟,2,122,0.13%
高雄市前鎮區,台灣團結聯盟,3,3602,3.98%
高雄市前鎮區,第三社會黨,4,276,0.30%
高雄市前鎮區,民主進步黨,5,41999,46.40%
高雄市前鎮區,新黨,6,2378,2.62%
高雄市前鎮區,綠黨,7,399,0.44%
高雄市前鎮區,台灣農民黨,8,274,0.30%
高雄市前鎮區,無黨團結聯盟,9,463,0.51%
高雄市前鎮區,中國國民黨,10,39420,43.55%
高雄市前鎮區,紅黨,11,601,0.66%
高雄市前鎮區,客家黨,12,188,0.20%
高雄市小港區,公民黨,1,562,0.91%
高雄市小港區,制憲聯盟,2,85,0.13%
高雄市小港區,台灣團結聯盟,3,2833,4.61%
高雄市小港區,第三社會黨,4,188,0.30%
高雄市小港區,民主進步黨,5,27959,45.55%
高雄市小港區,新黨,6,1300,2.11%
高雄市小港區,綠黨,7,246,0.40%
高雄市小港區,台灣農民黨,8,191,0.31%
高雄市小港區,無黨團結聯盟,9,299,0.48%
高雄市小港區,中國國民黨,10,27153,44.24%
高雄市小港區,紅黨,11,392,0.63%
高雄市小港區,客家黨,12,168,0.27%
臺北縣石門鄉,公民黨,1,12,0.23%
臺北縣石門鄉,制憲聯盟,2,14,0.27%
臺北縣石門鄉,台灣團結聯盟,3,203,3.97%
臺北縣石門鄉,第三社會黨,4,69,1.34%
臺北縣石門鄉,民主進步黨,5,1490,29.14%
臺北縣石門鄉,新黨,6,74,1.44%
臺北縣石門鄉,綠黨,7,15,0.29%
臺北縣石門鄉,台灣農民黨,8,35,0.68%
臺北縣石門鄉,無黨團結聯盟,9,31,0.60%
臺北縣石門鄉,中國國民黨,10,3125,61.13%
臺北縣石門鄉,紅黨,11,35,0.68%
臺北縣石門鄉,客家黨,12,9,0.17%
臺北縣三芝鄉,公民黨,1,34,0.35%
臺北縣三芝鄉,制憲聯盟,2,31,0.32%
臺北縣三芝鄉,台灣團結聯盟,3,645,6.78%
臺北縣三芝鄉,第三社會黨,4,101,1.06%
臺北縣三芝鄉,民主進步黨,5,2694,28.33%
臺北縣三芝鄉,新黨,6,280,2.94%
臺北縣三芝鄉,綠黨,7,49,0.51%
臺北縣三芝鄉,台灣農民黨,8,102,1.07%
臺北縣三芝鄉,無黨團結聯盟,9,41,0.43%
臺北縣三芝鄉,中國國民黨,10,5432,57.13%
臺北縣三芝鄉,紅黨,11,82,0.86%
臺北縣三芝鄉,客家黨,12,16,0.16%
臺北縣淡水鎮,公民黨,1,111,0.19%
臺北縣淡水鎮,制憲聯盟,2,67,0.11%
臺北縣淡水鎮,台灣團結聯盟,3,2366,4.08%
臺北縣淡水鎮,第三社會黨,4,447,0.77%
臺北縣淡水鎮,民主進步黨,5,19017,32.80%
臺北縣淡水鎮,新黨,6,3332,5.74%
臺北縣淡水鎮,綠黨,7,472,0.81%
臺北縣淡水鎮,台灣農民黨,8,271,0.46%
臺北縣淡水鎮,無黨團結聯盟,9,370,0.63%
臺北縣淡水鎮,中國國民黨,10,30867,53.25%
臺北縣淡水鎮,紅黨,11,533,0.91%
臺北縣淡水鎮,客家黨,12,111,0.19%
臺北縣八里鄉,公民黨,1,35,0.25%
臺北縣八里鄉,制憲聯盟,2,20,0.14%
臺北縣八里鄉,台灣團結聯盟,3,391,2.81%
臺北縣八里鄉,第三社會黨,4,112,0.80%
臺北縣八里鄉,民主進步黨,5,4975,35.79%
臺北縣八里鄉,新黨,6,549,3.94%
臺北縣八里鄉,綠黨,7,75,0.53%
臺北縣八里鄉,台灣農民黨,8,90,0.64%
臺北縣八里鄉,無黨團結聯盟,9,74,0.53%
臺北縣八里鄉,中國國民黨,10,7421,53.39%
臺北縣八里鄉,紅黨,11,133,0.95%
臺北縣八里鄉,客家黨,12,24,0.17%
臺北縣林口鄉,公民黨,1,33,0.12%
臺北縣林口鄉,制憲聯盟,2,37,0.14%
臺北縣林口鄉,台灣團結聯盟,3,769,2.97%
臺北縣林口鄉,第三社會黨,4,221,0.85%
臺北縣林口鄉,民主進步黨,5,9182,35.54%
臺北縣林口鄉,新黨,6,1440,5.57%
臺北縣林口鄉,綠黨,7,168,0.65%
臺北縣林口鄉,台灣農民黨,8,97,0.37%
臺北縣林口鄉,無黨團結聯盟,9,164,0.63%
臺北縣林口鄉,中國國民黨,10,13376,51.78%
臺北縣林口鄉,紅黨,11,267,1.03%
臺北縣林口鄉,客家黨,12,76,0.29%
臺北縣泰山鄉,公民黨,1,42,0.13%
臺北縣泰山鄉,制憲聯盟,2,32,0.10%
臺北縣泰山鄉,台灣團結聯盟,3,870,2.88%
臺北縣泰山鄉,第三社會黨,4,177,0.58%
臺北縣泰山鄉,民主進步黨,5,11171,36.99%
臺北縣泰山鄉,新黨,6,1235,4.09%
臺北縣泰山鄉,綠黨,7,176,0.58%
臺北縣泰山鄉,台灣農民黨,8,146,0.48%
臺北縣泰山鄉,無黨團結聯盟,9,165,0.54%
臺北縣泰山鄉,中國國民黨,10,15845,52.47%
臺北縣泰山鄉,紅黨,11,237,0.78%
臺北縣泰山鄉,客家黨,12,98,0.32%
臺北縣五股鄉,公民黨,1,122,0.37%
臺北縣五股鄉,制憲聯盟,2,86,0.26%
臺北縣五股鄉,台灣團結聯盟,3,1447,4.48%
臺北縣五股鄉,第三社會黨,4,152,0.47%
臺北縣五股鄉,民主進步黨,5,13113,40.60%
臺北縣五股鄉,新黨,6,1313,4.06%
臺北縣五股鄉,綠黨,7,166,0.51%
臺北縣五股鄉,台灣農民黨,8,230,0.71%
臺北縣五股鄉,無黨團結聯盟,9,226,0.69%
臺北縣五股鄉,中國國民黨,10,15142,46.88%
臺北縣五股鄉,紅黨,11,213,0.65%
臺北縣五股鄉,客家黨,12,83,0.25%
臺北縣蘆洲市,公民黨,1,206,0.26%
臺北縣蘆洲市,制憲聯盟,2,201,0.25%
臺北縣蘆洲市,台灣團結聯盟,3,2985,3.84%
臺北縣蘆洲市,第三社會黨,4,394,0.50%
臺北縣蘆洲市,民主進步黨,5,34206,44.03%
臺北縣蘆洲市,新黨,6,2475,3.18%
臺北縣蘆洲市,綠黨,7,474,0.61%
臺北縣蘆洲市,台灣農民黨,8,279,0.35%
臺北縣蘆洲市,無黨團結聯盟,9,580,0.74%
臺北縣蘆洲市,中國國民黨,10,35106,45.19%
臺北縣蘆洲市,紅黨,11,614,0.79%
臺北縣蘆洲市,客家黨,12,161,0.20%
臺北縣三重市,公民黨,1,583,0.32%
臺北縣三重市,制憲聯盟,2,307,0.17%
臺北縣三重市,台灣團結聯盟,3,6685,3.74%
臺北縣三重市,第三社會黨,4,760,0.42%
臺北縣三重市,民主進步黨,5,80893,45.26%
臺北縣三重市,新黨,6,5659,3.16%
臺北縣三重市,綠黨,7,1106,0.61%
臺北縣三重市,台灣農民黨,8,546,0.30%
臺北縣三重市,無黨團結聯盟,9,1143,0.63%
臺北縣三重市,中國國民黨,10,79047,44.23%
臺北縣三重市,紅黨,11,1573,0.88%
臺北縣三重市,客家黨,12,409,0.22%
臺北縣新莊市,公民黨,1,496,0.29%
臺北縣新莊市,制憲聯盟,2,220,0.13%
臺北縣新莊市,台灣團結聯盟,3,5110,3.06%
臺北縣新莊市,第三社會黨,4,727,0.43%
臺北縣新莊市,民主進步黨,5,68408,41.06%
臺北縣新莊市,新黨,6,5633,3.38%
臺北縣新莊市,綠黨,7,1258,0.75%
臺北縣新莊市,台灣農民黨,8,530,0.31%
臺北縣新莊市,無黨團結聯盟,9,970,0.58%
臺北縣新莊市,中國國民黨,10,81233,48.76%
臺北縣新莊市,紅黨,11,1407,0.84%
臺北縣新莊市,客家黨,12,592,0.35%
臺北縣樹林市,公民黨,1,158,0.23%
臺北縣樹林市,制憲聯盟,2,74,0.10%
臺北縣樹林市,台灣團結聯盟,3,2033,3.00%
臺北縣樹林市,第三社會黨,4,361,0.53%
臺北縣樹林市,民主進步黨,5,27362,40.50%
臺北縣樹林市,新黨,6,1930,2.85%
臺北縣樹林市,綠黨,7,463,0.68%
臺北縣樹林市,台灣農民黨,8,255,0.37%
臺北縣樹林市,無黨團結聯盟,9,415,0.61%
臺北縣樹林市,中國國民黨,10,33566,49.69%
臺北縣樹林市,紅黨,11,567,0.83%
臺北縣樹林市,客家黨,12,366,0.54%
臺北縣鶯歌鎮,公民黨,1,82,0.24%
臺北縣鶯歌鎮,制憲聯盟,2,52,0.15%
臺北縣鶯歌鎮,台灣團結聯盟,3,1071,3.13%
臺北縣鶯歌鎮,第三社會黨,4,213,0.62%
臺北縣鶯歌鎮,民主進步黨,5,13532,39.66%
臺北縣鶯歌鎮,新黨,6,899,2.63%
臺北縣鶯歌鎮,綠黨,7,191,0.55%
臺北縣鶯歌鎮,台灣農民黨,8,155,0.45%
臺北縣鶯歌鎮,無黨團結聯盟,9,180,0.52%
臺北縣鶯歌鎮,中國國民黨,10,17371,50.91%
臺北縣鶯歌鎮,紅黨,11,242,0.70%
臺北縣鶯歌鎮,客家黨,12,129,0.37%
臺北縣板橋市,公民黨,1,1009,0.42%
臺北縣板橋市,制憲聯盟,2,440,0.18%
臺北縣板橋市,台灣團結聯盟,3,8091,3.38%
臺北縣板橋市,第三社會黨,4,1328,0.55%
臺北縣板橋市,民主進步黨,5,91483,38.25%
臺北縣板橋市,新黨,6,11135,4.65%
臺北縣板橋市,綠黨,7,1747,0.73%
臺北縣板橋市,台灣農民黨,8,689,0.28%
臺北縣板橋市,無黨團結聯盟,9,1304,0.54%
臺北縣板橋市,中國國民黨,10,119117,49.80%
臺北縣板橋市,紅黨,11,2056,0.85%
臺北縣板橋市,客家黨,12,766,0.32%
臺北縣中和市,公民黨,1,526,0.27%
臺北縣中和市,制憲聯盟,2,195,0.10%
臺北縣中和市,台灣團結聯盟,3,5012,2.58%
臺北縣中和市,第三社會黨,4,802,0.41%
臺北縣中和市,民主進步黨,5,57120,29.46%
臺北縣中和市,新黨,6,15476,7.98%
臺北縣中和市,綠黨,7,1346,0.69%
臺北縣中和市,台灣農民黨,8,487,0.25%
臺北縣中和市,無黨團結聯盟,9,1082,0.55%
臺北縣中和市,中國國民黨,10,109546,56.50%
臺北縣中和市,紅黨,11,1663,0.85%
臺北縣中和市,客家黨,12,603,0.31%
臺北縣永和市,公民黨,1,93,0.08%
臺北縣永和市,制憲聯盟,2,90,0.08%
臺北縣永和市,台灣團結聯盟,3,2713,2.48%
臺北縣永和市,第三社會黨,4,527,0.48%
臺北縣永和市,民主進步黨,5,26193,23.96%
臺北縣永和市,新黨,6,12056,11.02%
臺北縣永和市,綠黨,7,920,0.84%
臺北縣永和市,台灣農民黨,8,223,0.20%
臺北縣永和市,無黨團結聯盟,9,630,0.57%
臺北縣永和市,中國國民黨,10,64446,58.95%
臺北縣永和市,紅黨,11,1096,1.00%
臺北縣永和市,客家黨,12,322,0.29%
臺北縣土城市,公民黨,1,365,0.38%
臺北縣土城市,制憲聯盟,2,104,0.10%
臺北縣土城市,台灣團結聯盟,3,2960,3.10%
臺北縣土城市,第三社會黨,4,326,0.34%
臺北縣土城市,民主進步黨,5,34037,35.74%
臺北縣土城市,新黨,6,4417,4.63%
臺北縣土城市,綠黨,7,554,0.58%
臺北縣土城市,台灣農民黨,8,294,0.30%
臺北縣土城市,無黨團結聯盟,9,520,0.54%
臺北縣土城市,中國國民黨,10,50373,52.90%
臺北縣土城市,紅黨,11,839,0.88%
臺北縣土城市,客家黨,12,420,0.44%
臺北縣三峽鎮,公民黨,1,206,0.58%
臺北縣三峽鎮,制憲聯盟,2,62,0.17%
臺北縣三峽鎮,台灣團結聯盟,3,1190,3.36%
臺北縣三峽鎮,第三社會黨,4,144,0.40%
臺北縣三峽鎮,民主進步黨,5,13102,37.08%
臺北縣三峽鎮,新黨,6,1318,3.73%
臺北縣三峽鎮,綠黨,7,186,0.52%
臺北縣三峽鎮,台灣農民黨,8,169,0.47%
臺北縣三峽鎮,無黨團結聯盟,9,238,0.67%
臺北縣三峽鎮,中國國民黨,10,18322,51.86%
臺北縣三峽鎮,紅黨,11,284,0.80%
臺北縣三峽鎮,客家黨,12,105,0.29%
臺北縣新店市,公民黨,1,172,0.12%
臺北縣新店市,制憲聯盟,2,315,0.23%
臺北縣新店市,台灣團結聯盟,3,2947,2.16%
臺北縣新店市,第三社會黨,4,594,0.43%
臺北縣新店市,民主進步黨,5,32998,24.25%
臺北縣新店市,新黨,6,17808,13.08%
臺北縣新店市,綠黨,7,913,0.67%
臺北縣新店市,台灣農民黨,8,280,0.20%
臺北縣新店市,無黨團結聯盟,9,694,0.51%
臺北縣新店市,中國國民黨,10,77743,57.13%
臺北縣新店市,紅黨,11,1283,0.94%
臺北縣新店市,客家黨,12,311,0.22%
臺北縣深坑鄉,公民黨,1,29,0.30%
臺北縣深坑鄉,制憲聯盟,2,42,0.44%
臺北縣深坑鄉,台灣團結聯盟,3,252,2.67%
臺北縣深坑鄉,第三社會黨,4,53,0.56%
臺北縣深坑鄉,民主進步黨,5,3229,34.32%
臺北縣深坑鄉,新黨,6,703,7.47%
臺北縣深坑鄉,綠黨,7,64,0.68%
臺北縣深坑鄉,台灣農民黨,8,43,0.45%
臺北縣深坑鄉,無黨團結聯盟,9,38,0.40%
臺北縣深坑鄉,中國國民黨,10,4844,51.49%
臺北縣深坑鄉,紅黨,11,85,0.90%
臺北縣深坑鄉,客家黨,12,24,0.25%
臺北縣石碇鄉,公民黨,1,16,0.45%
臺北縣石碇鄉,制憲聯盟,2,46,1.31%
臺北縣石碇鄉,台灣團結聯盟,3,114,3.26%
臺北縣石碇鄉,第三社會黨,4,15,0.42%
臺北縣石碇鄉,民主進步黨,5,1670,47.83%
臺北縣石碇鄉,新黨,6,81,2.32%
臺北縣石碇鄉,綠黨,7,19,0.54%
臺北縣石碇鄉,台灣農民黨,8,29,0.83%
臺北縣石碇鄉,無黨團結聯盟,9,10,0.28%
臺北縣石碇鄉,中國國民黨,10,1462,41.87%
臺北縣石碇鄉,紅黨,11,22,0.63%
臺北縣石碇鄉,客家黨,12,7,0.20%
臺北縣坪林鄉,公民黨,1,14,0.51%
臺北縣坪林鄉,制憲聯盟,2,37,1.35%
臺北縣坪林鄉,台灣團結聯盟,3,101,3.71%
臺北縣坪林鄉,第三社會黨,4,8,0.29%
臺北縣坪林鄉,民主進步黨,5,1483,54.48%
臺北縣坪林鄉,新黨,6,44,1.61%
臺北縣坪林鄉,綠黨,7,9,0.33%
臺北縣坪林鄉,台灣農民黨,8,21,0.77%
臺北縣坪林鄉,無黨團結聯盟,9,13,0.47%
臺北縣坪林鄉,中國國民黨,10,980,36.00%
臺北縣坪林鄉,紅黨,11,7,0.25%
臺北縣坪林鄉,客家黨,12,5,0.18%
臺北縣烏來鄉,公民黨,1,8,0.34%
臺北縣烏來鄉,制憲聯盟,2,7,0.30%
臺北縣烏來鄉,台灣團結聯盟,3,44,1.92%
臺北縣烏來鄉,第三社會黨,4,7,0.30%
臺北縣烏來鄉,民主進步黨,5,658,28.77%
臺北縣烏來鄉,新黨,6,90,3.93%
臺北縣烏來鄉,綠黨,7,15,0.65%
臺北縣烏來鄉,台灣農民黨,8,7,0.30%
臺北縣烏來鄉,無黨團結聯盟,9,15,0.65%
臺北縣烏來鄉,中國國民黨,10,1416,61.91%
臺北縣烏來鄉,紅黨,11,10,0.43%
臺北縣烏來鄉,客家黨,12,10,0.43%
