地區,政黨,號次,得票數,得票率
臺中縣,無黨團結聯盟,9,6986,1.12%
臺中縣,中國國民黨,10,328017,53.00%
臺中縣,紅黨,11,4449,0.71%
臺中縣,客家黨,12,2219,0.35%
彰化縣,公民黨,1,4324,0.76%
彰化縣,制憲聯盟,2,2525,0.44%
彰化縣,台灣團結聯盟,3,23551,4.16%
彰化縣,第三社會黨,4,2809,0.49%
彰化縣,民主進步黨,5,201975,35.75%
彰化縣,新黨,6,8338,1.47%
彰化縣,綠黨,7,2694,0.47%
彰化縣,台灣農民黨,8,5477,0.96%
彰化縣,無黨團結聯盟,9,8433,1.49%
彰化縣,中國國民黨,10,299844,53.07%
彰化縣,紅黨,11,3920,0.69%
彰化縣,客家黨,12,1069,0.18%
南投縣,公民黨,1,1742,0.83%
南投縣,制憲聯盟,2,1486,0.71%
南投縣,台灣團結聯盟,3,6402,3.07%
南投縣,第三社會黨,4,840,0.40%
南投縣,民主進步黨,5,66019,31.71%
南投縣,新黨,6,4017,1.92%
南投縣,綠黨,7,919,0.44%
南投縣,台灣農民黨,8,1840,0.88%
南投縣,無黨團結聯盟,9,1799,0.86%
南投縣,中國國民黨,10,121057,58.14%
南投縣,紅黨,11,1454,0.69%
南投縣,客家黨,12,611,0.29%
雲林縣,公民黨,1,2099,0.68%
雲林縣,制憲聯盟,2,2019,0.66%
雲林縣,台灣團結聯盟,3,16614,5.43%
雲林縣,第三社會黨,4,2633,0.86%
雲林縣,民主進步黨,5,126255,41.33%
雲林縣,新黨,6,4595,1.50%
雲林縣,綠黨,7,1530,0.50%
雲林縣,台灣農民黨,8,4677,1.53%
雲林縣,無黨團結聯盟,9,2415,0.79%
雲林縣,中國國民黨,10,139964,45.82%
雲林縣,紅黨,11,1937,0.63%
雲林縣,客家黨,12,701,0.22%
嘉義縣,公民黨,1,3003,1.25%
嘉義縣,制憲聯盟,2,1519,0.63%
嘉義縣,台灣團結聯盟,3,10443,4.37%
嘉義縣,第三社會黨,4,1033,0.43%
嘉義縣,民主進步黨,5,110782,46.37%
嘉義縣,新黨,6,2251,0.94%
嘉義縣,綠黨,7,1060,0.44%
嘉義縣,台灣農民黨,8,2574,1.07%
嘉義縣,無黨團結聯盟,9,1615,0.67%
嘉義縣,中國國民黨,10,102658,42.97%
嘉義縣,紅黨,11,1374,0.57%
嘉義縣,客家黨,12,580,0.24%
臺南縣,公民黨,1,3925,0.83%
臺南縣,制憲聯盟,2,2324,0.49%
臺南縣,台灣團結聯盟,3,17349,3.70%
臺南縣,第三社會黨,4,1762,0.37%
臺南縣,民主進步黨,5,237083,50.68%
臺南縣,新黨,6,5437,1.16%
臺南縣,綠黨,7,2086,0.44%
臺南縣,台灣農民黨,8,3119,0.66%
臺南縣,無黨團結聯盟,9,2590,0.55%
臺南縣,中國國民黨,10,188670,40.33%
臺南縣,紅黨,11,2653,0.56%
臺南縣,客家黨,12,744,0.15%
高雄縣,公民黨,1,3774,0.67%
高雄縣,制憲聯盟,2,1673,0.30%
高雄縣,台灣團結聯盟,3,21696,3.89%
高雄縣,第三社會黨,4,2312,0.41%
高雄縣,民主進步黨,5,247196,44.36%
高雄縣,新黨,6,10077,1.80%
高雄縣,綠黨,7,2264,0.40%
高雄縣,台灣農民黨,8,8369,1.50%
高雄縣,無黨團結聯盟,9,3011,0.54%
高雄縣,中國國民黨,10,250398,44.94%
高雄縣,紅黨,11,3531,0.63%
高雄縣,客家黨,12,2839,0.50%
屏東縣,公民黨,1,2835,0.73%
屏東縣,制憲聯盟,2,1322,0.34%
屏東縣,台灣團結聯盟,3,17020,4.40%
屏東縣,第三社會黨,4,1300,0.33%
屏東縣,民主進步黨,5,170454,44.07%
屏東縣,新黨,6,5106,1.32%
屏東縣,綠黨,7,1714,0.44%
屏東縣,台灣農民黨,8,2760,0.71%
屏東縣,無黨團結聯盟,9,2087,0.53%
屏東縣,中國國民黨,10,178051,46.03%
屏東縣,紅黨,11,2061,0.53%
屏東縣,客家黨,12,2052,0.53%
臺東縣,公民黨,1,775,0.98%
臺東縣,制憲聯盟,2,501,0.63%
臺東縣,台灣團結聯盟,3,1782,2.25%
臺東縣,第三社會黨,4,279,0.35%
臺東縣,民主進步黨,5,18290,23.18%
臺東縣,新黨,6,1742,2.20%
臺東縣,綠黨,7,304,0.38%
臺東縣,台灣農民黨,8,869,1.10%
臺東縣,無黨團結聯盟,9,419,0.53%
臺東縣,中國國民黨,10,52811,66.95%
臺東縣,紅黨,11,575,0.72%
臺東縣,客家黨,12,533,0.67%
花蓮縣,公民黨,1,374,0.31%
花蓮縣,制憲聯盟,2,553,0.46%
花蓮縣,台灣團結聯盟,3,2909,2.43%
花蓮縣,第三社會黨,4,390,0.32%
花蓮縣,民主進步黨,5,24335,20.33%
花蓮縣,新黨,6,3673,3.06%
花蓮縣,綠黨,7,1123,0.93%
花蓮縣,台灣農民黨,8,535,0.44%
花蓮縣,無黨團結聯盟,9,649,0.54%
花蓮縣,中國國民黨,10,83659,69.90%
花蓮縣,紅黨,11,879,0.73%
花蓮縣,客家黨,12,590,0.49%
澎湖縣,公民黨,1,198,0.53%
澎湖縣,制憲聯盟,2,81,0.21%
澎湖縣,台灣團結聯盟,3,1015,2.75%
澎湖縣,第三社會黨,4,254,0.68%
澎湖縣,民主進步黨,5,13739,37.26%
澎湖縣,新黨,6,796,2.15%
澎湖縣,綠黨,7,177,0.48%
澎湖縣,台灣農民黨,8,1396,3.78%
澎湖縣,無黨團結聯盟,9,272,0.73%
澎湖縣,中國國民黨,10,18607,50.47%
澎湖縣,紅黨,11,261,0.70%
澎湖縣,客家黨,12,71,0.19%
基隆市,公民黨,1,904,0.61%
基隆市,制憲聯盟,2,208,0.14%
基隆市,台灣團結聯盟,3,4702,3.18%
基隆市,第三社會黨,4,1027,0.69%
基隆市,民主進步黨,5,40588,27.49%
基隆市,新黨,6,9016,6.10%
基隆市,綠黨,7,1053,0.71%
基隆市,台灣農民黨,8,389,0.26%
基隆市,無黨團結聯盟,9,873,0.59%
基隆市,中國國民黨,10,86923,58.88%
基隆市,紅黨,11,1581,1.07%
基隆市,客家黨,12,349,0.23%
新竹市,公民黨,1,616,0.37%
新竹市,制憲聯盟,2,649,0.39%
新竹市,台灣團結聯盟,3,4806,2.95%
新竹市,第三社會黨,4,1098,0.67%
新竹市,民主進步黨,5,52446,32.21%
新竹市,新黨,6,7518,4.61%
新竹市,綠黨,7,1206,0.74%
新竹市,台灣農民黨,8,607,0.37%
新竹市,無黨團結聯盟,9,1267,0.77%
新竹市,中國國民黨,10,89742,55.11%
新竹市,紅黨,11,1940,1.19%
新竹市,客家黨,12,923,0.56%
臺中市,公民黨,1,932,0.20%
臺中市,制憲聯盟,2,1109,0.24%
臺中市,台灣團結聯盟,3,17361,3.90%
臺中市,第三社會黨,4,2201,0.49%
臺中市,民主進步黨,5,152321,34.22%
臺中市,新黨,6,18883,4.24%
臺中市,綠黨,7,2741,0.61%
臺中市,台灣農民黨,8,1434,0.32%
臺中市,無黨團結聯盟,9,3932,0.88%
臺中市,中國國民黨,10,238750,53.65%
臺中市,紅黨,11,4426,0.99%
臺中市,客家黨,12,921,0.20%
嘉義市,公民黨,1,308,0.27%
嘉義市,制憲聯盟,2,298,0.26%
嘉義市,台灣團結聯盟,3,5033,4.50%
嘉義市,第三社會黨,4,441,0.39%
嘉義市,民主進步黨,5,47626,42.58%
嘉義市,新黨,6,2686,2.40%
嘉義市,綠黨,7,902,0.80%
嘉義市,台灣農民黨,8,459,0.41%
嘉義市,無黨團結聯盟,9,910,0.81%
嘉義市,中國國民黨,10,52228,46.70%
嘉義市,紅黨,11,782,0.69%
嘉義市,客家黨,12,154,0.13%
臺南市,公民黨,1,1245,0.36%
臺南市,制憲聯盟,2,1098,0.32%
臺南市,台灣團結聯盟,3,15907,4.67%
臺南市,第三社會黨,4,1313,0.38%
臺南市,民主進步黨,5,154087,45.28%
臺南市,新黨,6,8694,2.55%
臺南市,綠黨,7,1809,0.53%
臺南市,台灣農民黨,8,998,0.29%
臺南市,無黨團結聯盟,9,1991,0.58%
臺南市,中國國民黨,10,150007,44.08%
臺南市,紅黨,11,2679,0.78%
臺南市,客家黨,12,402,0.11%
金門縣,公民黨,1,224,0.86%
金門縣,制憲聯盟,2,120,0.46%
金門縣,台灣團結聯盟,3,193,0.74%
金門縣,第三社會黨,4,67,0.25%
金門縣,民主進步黨,5,997,3.83%
金門縣,新黨,6,1427,5.49%
金門縣,綠黨,7,77,0.29%
金門縣,台灣農民黨,8,130,0.50%
金門縣,無黨團結聯盟,9,225,0.86%
金門縣,中國國民黨,10,22128,85.17%
金門縣,紅黨,11,326,1.25%
金門縣,客家黨,12,65,0.25%
連江縣,公民黨,1,8,0.18%
連江縣,制憲聯盟,2,30,0.69%
連江縣,台灣團結聯盟,3,154,3.56%
連江縣,第三社會黨,4,9,0.20%
連江縣,民主進步黨,5,231,5.34%
連江縣,新黨,6,657,15.20%
連江縣,綠黨,7,8,0.18%
連江縣,台灣農民黨,8,6,0.13%
連江縣,無黨團結聯盟,9,18,0.41%
連江縣,中國國民黨,10,3062,70.86%
連江縣,紅黨,11,125,2.89%
連江縣,客家黨,12,13,0.30%
