地區,政黨,號次,得票數,得票率
宜蘭縣,新黨,6,1858,0.73%
宜蘭縣,健保免費連線,7,2704,1.06%
宜蘭縣,綠黨,8,3820,1.50%
宜蘭縣,親民黨,9,11852,4.68%
宜蘭縣,中華民國臺灣基本法連線,10,384,0.15%
宜蘭縣,台灣主義黨,11,519,0.20%
桃園縣,台灣國民會議,1,8103,0.73%
桃園縣,人民最大黨,2,6827,0.61%
桃園縣,民主進步黨,3,348027,31.54%
桃園縣,台灣團結聯盟,4,72027,6.52%
桃園縣,中國國民黨,5,545332,49.42%
桃園縣,新黨,6,18054,1.63%
桃園縣,健保免費連線,7,17894,1.62%
桃園縣,綠黨,8,17198,1.55%
桃園縣,親民黨,9,65330,5.92%
桃園縣,中華民國臺灣基本法連線,10,1729,0.15%
桃園縣,台灣主義黨,11,2907,0.26%
新竹縣,台灣國民會議,1,2347,0.82%
新竹縣,人民最大黨,2,2362,0.82%
新竹縣,民主進步黨,3,69562,24.44%
新竹縣,台灣團結聯盟,4,12568,4.41%
新竹縣,中國國民黨,5,164764,57.89%
新竹縣,新黨,6,3803,1.33%
新竹縣,健保免費連線,7,4597,1.61%
新竹縣,綠黨,8,4482,1.57%
新竹縣,親民黨,9,18657,6.55%
新竹縣,中華民國臺灣基本法連線,10,524,0.18%
新竹縣,台灣主義黨,11,919,0.32%
苗栗縣,台灣國民會議,1,3649,1.14%
苗栗縣,人民最大黨,2,3029,0.95%
苗栗縣,民主進步黨,3,78885,24.84%
苗栗縣,台灣團結聯盟,4,14924,4.70%
苗栗縣,中國國民黨,5,170284,53.64%
苗栗縣,新黨,6,2863,0.90%
苗栗縣,健保免費連線,7,3744,1.17%
苗栗縣,綠黨,8,3572,1.12%
苗栗縣,親民黨,9,35224,11.09%
苗栗縣,中華民國臺灣基本法連線,10,509,0.16%
苗栗縣,台灣主義黨,11,762,0.24%
彰化縣,台灣國民會議,1,7187,1.00%
彰化縣,人民最大黨,2,6021,0.84%
彰化縣,民主進步黨,3,254293,35.57%
彰化縣,台灣團結聯盟,4,62626,8.76%
彰化縣,中國國民黨,5,318086,44.49%
彰化縣,新黨,6,4083,0.57%
彰化縣,健保免費連線,7,10837,1.51%
彰化縣,綠黨,8,10574,1.47%
彰化縣,親民黨,9,37349,5.22%
彰化縣,中華民國臺灣基本法連線,10,1468,0.20%
彰化縣,台灣主義黨,11,2355,0.32%
南投縣,台灣國民會議,1,3946,1.39%
南投縣,人民最大黨,2,3391,1.19%
南投縣,民主進步黨,3,90341,31.86%
南投縣,台灣團結聯盟,4,21416,7.55%
南投縣,中國國民黨,5,135686,47.86%
南投縣,新黨,6,2523,0.88%
南投縣,健保免費連線,7,4561,1.60%
南投縣,綠黨,8,3897,1.37%
南投縣,親民黨,9,16301,5.75%
南投縣,中華民國臺灣基本法連線,10,467,0.16%
南投縣,台灣主義黨,11,962,0.33%
雲林縣,台灣國民會議,1,5789,1.54%
雲林縣,人民最大黨,2,3754,1.00%
雲林縣,民主進步黨,3,162709,43.42%
雲林縣,台灣團結聯盟,4,35807,9.55%
雲林縣,中國國民黨,5,138209,36.88%
雲林縣,新黨,6,1847,0.49%
雲林縣,健保免費連線,7,5003,1.33%
雲林縣,綠黨,8,4252,1.13%
雲林縣,親民黨,9,15298,4.08%
雲林縣,中華民國臺灣基本法連線,10,771,0.20%
雲林縣,台灣主義黨,11,1246,0.33%
嘉義縣,台灣國民會議,1,4247,1.40%
嘉義縣,人民最大黨,2,3305,1.09%
嘉義縣,民主進步黨,3,130857,43.26%
嘉義縣,台灣團結聯盟,4,36458,12.05%
嘉義縣,中國國民黨,5,105569,34.90%
嘉義縣,新黨,6,1317,0.43%
嘉義縣,健保免費連線,7,3679,1.21%
嘉義縣,綠黨,8,3318,1.09%
嘉義縣,親民黨,9,12128,4.00%
嘉義縣,中華民國臺灣基本法連線,10,519,0.17%
嘉義縣,台灣主義黨,11,1071,0.35%
屏東縣,台灣國民會議,1,4567,0.94%
屏東縣,人民最大黨,2,3901,0.80%
屏東縣,民主進步黨,3,206978,42.74%
屏東縣,台灣團結聯盟,4,50684,10.46%
屏東縣,中國國民黨,5,188252,38.87%
屏東縣,新黨,6,2360,0.48%
屏東縣,健保免費連線,7,4696,0.96%
屏東縣,綠黨,8,4990,1.03%
屏東縣,親民黨,9,15941,3.29%
屏東縣,中華民國臺灣基本法連線,10,653,0.13%
屏東縣,台灣主義黨,11,1228,0.25%
臺東縣,台灣國民會議,1,904,0.85%
臺東縣,人民最大黨,2,959,0.90%
臺東縣,民主進步黨,3,25445,23.97%
臺東縣,台灣團結聯盟,4,5126,4.82%
臺東縣,中國國民黨,5,63264,59.60%
臺東縣,新黨,6,977,0.92%
臺東縣,健保免費連線,7,1135,1.06%
臺東縣,綠黨,8,1973,1.85%
臺東縣,親民黨,9,5849,5.51%
臺東縣,中華民國臺灣基本法連線,10,170,0.16%
臺東縣,台灣主義黨,11,339,0.31%
花蓮縣,台灣國民會議,1,1499,0.91%
花蓮縣,人民最大黨,2,1175,0.71%
花蓮縣,民主進步黨,3,33855,20.55%
花蓮縣,台灣團結聯盟,4,6959,4.22%
花蓮縣,中國國民黨,5,101487,61.62%
花蓮縣,新黨,6,2051,1.24%
花蓮縣,健保免費連線,7,1616,0.98%
花蓮縣,綠黨,8,2392,1.45%
花蓮縣,親民黨,9,12899,7.83%
花蓮縣,中華民國臺灣基本法連線,10,327,0.19%
花蓮縣,台灣主義黨,11,434,0.26%
澎湖縣,台灣國民會議,1,376,0.85%
澎湖縣,人民最大黨,2,379,0.86%
澎湖縣,民主進步黨,3,16412,37.27%
澎湖縣,台灣團結聯盟,4,2696,6.12%
澎湖縣,中國國民黨,5,19574,44.45%
澎湖縣,新黨,6,349,0.79%
澎湖縣,健保免費連線,7,488,1.10%
澎湖縣,綠黨,8,521,1.18%
澎湖縣,親民黨,9,3046,6.91%
澎湖縣,中華民國臺灣基本法連線,10,80,0.18%
澎湖縣,台灣主義黨,11,108,0.24%
基隆市,台灣國民會議,1,2154,1.00%
基隆市,人民最大黨,2,1445,0.67%
基隆市,民主進步黨,3,58690,27.44%
基隆市,台灣團結聯盟,4,15493,7.24%
基隆市,中國國民黨,5,107492,50.25%
基隆市,新黨,6,4218,1.97%
基隆市,健保免費連線,7,3090,1.44%
基隆市,綠黨,8,3418,1.59%
基隆市,親民黨,9,17147,8.01%
基隆市,中華民國臺灣基本法連線,10,301,0.14%
基隆市,台灣主義黨,11,434,0.20%
新竹市,台灣國民會議,1,1834,0.79%
新竹市,人民最大黨,2,1212,0.52%
新竹市,民主進步黨,3,69167,29.90%
新竹市,台灣團結聯盟,4,17503,7.56%
新竹市,中國國民黨,5,113491,49.06%
新竹市,新黨,6,4002,1.73%
新竹市,健保免費連線,7,3211,1.38%
新竹市,綠黨,8,5128,2.21%
新竹市,親民黨,9,14934,6.45%
新竹市,中華民國臺灣基本法連線,10,426,0.18%
新竹市,台灣主義黨,11,389,0.16%
嘉義市,台灣國民會議,1,1155,0.77%
嘉義市,人民最大黨,2,836,0.56%
嘉義市,民主進步黨,3,51693,34.77%
嘉義市,台灣團結聯盟,4,21169,14.23%
嘉義市,中國國民黨,5,59991,40.35%
嘉義市,新黨,6,1167,0.78%
嘉義市,健保免費連線,7,1742,1.17%
嘉義市,綠黨,8,2430,1.63%
嘉義市,親民黨,9,8016,5.39%
嘉義市,中華民國臺灣基本法連線,10,177,0.11%
嘉義市,台灣主義黨,11,287,0.19%
金門縣,台灣國民會議,1,280,0.73%
金門縣,人民最大黨,2,431,1.13%
金門縣,民主進步黨,3,2286,6.02%
金門縣,台灣團結聯盟,4,443,1.16%
金門縣,中國國民黨,5,29355,77.42%
金門縣,新黨,6,1933,5.09%
金門縣,健保免費連線,7,296,0.78%
金門縣,綠黨,8,392,1.03%
金門縣,親民黨,9,2407,6.34%
金門縣,中華民國臺灣基本法連線,10,51,0.13%
金門縣,台灣主義黨,11,38,0.10%
連江縣,台灣國民會議,1,110,2.17%
連江縣,人民最大黨,2,39,0.77%
連江縣,民主進步黨,3,284,5.61%
連江縣,台灣團結聯盟,4,47,0.92%
連江縣,中國國民黨,5,3478,68.81%
連江縣,新黨,6,215,4.25%
連江縣,健保免費連線,7,34,0.67%
連江縣,綠黨,8,57,1.12%
連江縣,親民黨,9,780,15.43%
連江縣,中華民國臺灣基本法連線,10,7,0.13%
連江縣,台灣主義黨,11,3,0.05%
