area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num,election_id
連江縣北竿鄉塘岐村,1,林建中,中國國民黨,m,0681029,43,金馬地區,專科,Y,Y,782,62053695-0ce0-4ef4-b1df-1619acb5b862
連江縣北竿鄉后沃村,1,陳鈺麟,中國國民黨,m,0670301,44,金馬地區,大學,Y,Y,147,62053695-d758-4699-af5a-1619acb5b862
連江縣北竿鄉橋仔村,1,陳麗君,中國國民黨,f,0520403,59,金馬地區,大學,Y,Y,174,62053695-a1a4-482c-848f-1619acb5b862
連江縣北竿鄉橋仔村,2,邱德貴,民主進步黨,m,0520501,59,金馬地區,高中(職),N,N,81,62053695-a1a4-482c-848f-1619acb5b862
連江縣北竿鄉橋仔村,3,姜博耀,無黨籍及未經政黨推薦,m,0871013,24,新北市,大學,N,N,101,62053695-a1a4-482c-848f-1619acb5b862
連江縣北竿鄉芹壁村,1,陳世朝,中國國民黨,m,0520201,59,金馬地區,高中(職)以下,N,Y,144,62053695-3e48-48f9-b77a-1619acb5b862
連江縣北竿鄉芹壁村,2,陳世飛,中國國民黨,m,0480325,63,金馬地區,高中(職),Y,N,101,62053695-3e48-48f9-b77a-1619acb5b862
連江縣北竿鄉坂里村,1,王禮好,中國國民黨,m,0420410,69,金馬地區,高中(職)以下,Y,Y,258,62053696-394c-4f93-80ac-1619acb5b862
連江縣北竿鄉白沙村,1,王若蓉,中國國民黨,f,0490201,62,金馬地區,高中(職)以下,Y,Y,59,62053696-ffe0-48da-b1fc-1619acb5b862
連江縣北竿鄉白沙村,2,王傳文,無黨籍及未經政黨推薦,m,0541015,57,金馬地區,高中(職),N,N,54,62053696-ffe0-48da-b1fc-1619acb5b862
連江縣北竿鄉白沙村,3,林百光,無黨籍及未經政黨推薦,m,0470324,64,金馬地區,高中(職)以下,N,N,15,62053696-ffe0-48da-b1fc-1619acb5b862
連江縣莒光鄉青帆村,1,陳秉傑,中國國民黨,m,0690517,42,金馬地區,高中(職)以下,Y,Y,209,62053696-a81c-4a75-b9fe-1619acb5b862
連江縣莒光鄉田沃村,1,陳道勳,中國國民黨,m,0451124,65,金馬地區,高中(職)以下,Y,Y,116,62053697-042c-4ccd-8a7f-1619acb5b862
連江縣莒光鄉西坵村,1,陳家信,無黨籍及未經政黨推薦,m,0590505,52,金馬地區,大學,Y,Y,51,62053697-0b78-4063-84d8-1619acb5b862
連江縣莒光鄉福正村,1,鄭光武,中國國民黨,m,0520917,59,金馬地區,高中(職),Y,Y,122,62053697-98e8-467d-bbc8-1619acb5b862
連江縣莒光鄉大坪村,1,鄭智新,中國國民黨,m,0560715,55,金馬地區,高中(職),Y,Y,222,62053697-7400-44df-b638-1619acb5b862
連江縣莒光鄉大坪村,2,林文福,民主進步黨,m,0740730,37,金馬地區,專科,N,N,142,62053697-7400-44df-b638-1619acb5b862
連江縣東引鄉中柳村,1,陳彥誠,民主進步黨,m,0830316,28,臺中市,高中(職),N,N,197,62053698-16d8-4990-bc21-1619acb5b862
連江縣東引鄉中柳村,2,陳昌龍,中國國民黨,m,0541120,56,金馬地區,高中(職),N,Y,240,62053698-16d8-4990-bc21-1619acb5b862
連江縣東引鄉樂華村,1,陳志忠,無黨籍及未經政黨推薦,m,0720926,39,金馬地區,高中(職),N,Y,314,62053698-e504-43bf-bee0-1619acb5b862
連江縣東引鄉樂華村,2,林泓宇,無黨籍及未經政黨推薦,m,0731019,38,金馬地區,高中(職)以下,N,N,194,62053698-e504-43bf-bee0-1619acb5b862
金門縣金城鎮東門里,1,蔡祥坤,中國國民黨,m,0450506,66,金馬地區,高中(職),Y,N,882,62053699-48bc-4fdf-8ef6-1619acb5b862
金門縣金城鎮東門里,2,周偉義,無黨籍及未經政黨推薦,m,0530918,58,金馬地區,大學,N,Y,1138,62053699-48bc-4fdf-8ef6-1619acb5b862
金門縣金城鎮西門里,1,許程勛,無黨籍及未經政黨推薦,m,0740716,37,金馬地區,大學,N,N,1614,62053699-4898-4af0-827d-1619acb5b862
金門縣金城鎮西門里,2,楊雨川,中國國民黨,m,0520727,59,金馬地區,高中(職)以下,Y,Y,1914,62053699-4898-4af0-827d-1619acb5b862
金門縣金城鎮南門里,1,鄭易岳,無黨籍及未經政黨推薦,m,0591105,51,金馬地區,專科,Y,Y,894,6205369a-92f4-4c95-a8c2-1619acb5b862
金門縣金城鎮南門里,2,楊耀芸,無黨籍及未經政黨推薦,m,0280405,83,金馬地區,其他,N,N,738,6205369a-92f4-4c95-a8c2-1619acb5b862
金門縣金城鎮南門里,3,許丕肯,無黨籍及未經政黨推薦,m,0540612,57,金馬地區,大學,N,N,352,6205369a-92f4-4c95-a8c2-1619acb5b862
金門縣金城鎮北門里,1,許績才,中國國民黨,m,0610406,50,金馬地區,高中(職),Y,Y,1339,6205369a-e060-4080-aea9-1619acb5b862
金門縣金城鎮古城里,1,倪振國,無黨籍及未經政黨推薦,m,0450828,66,金馬地區,高中(職)以下,N,N,208,6205369a-36d0-4c83-b34d-1619acb5b862
金門縣金城鎮古城里,2,董倫智,無黨籍及未經政黨推薦,m,0691017,42,金馬地區,高中(職),N,N,350,6205369a-36d0-4c83-b34d-1619acb5b862
金門縣金城鎮古城里,3,辛文進,中國國民黨,m,0460220,65,金馬地區,高中(職),Y,Y,906,6205369a-36d0-4c83-b34d-1619acb5b862
金門縣金城鎮金水里,1,黃乃善,無黨籍及未經政黨推薦,m,0511210,59,金馬地區,高中(職)以下,N,N,130,6205369a-943c-4e0d-b3a7-1619acb5b862
金門縣金城鎮金水里,2,黃延良,中國國民黨,m,0450211,66,金馬地區,高中(職),Y,Y,346,6205369a-943c-4e0d-b3a7-1619acb5b862
金門縣金城鎮金水里,3,陳海發,中國國民黨,m,0661025,45,金馬地區,高中(職),N,N,248,6205369a-943c-4e0d-b3a7-1619acb5b862
金門縣金城鎮金水里,4,洪篤全,無黨籍及未經政黨推薦,m,0470420,64,金馬地區,大學,N,N,142,6205369a-943c-4e0d-b3a7-1619acb5b862
金門縣金城鎮珠沙里,1,戴德強,中國國民黨,m,0420301,69,金馬地區,專科,Y,Y,854,6205369a-352c-410d-8e31-1619acb5b862
金門縣金城鎮賢庵里,1,顏士強,無黨籍及未經政黨推薦,m,0660703,45,金馬地區,高中(職),Y,Y,1456,6205369b-5208-444f-9788-1619acb5b862
金門縣金城鎮賢庵里,2,盧志椿,中國國民黨,m,0461022,65,金馬地區,大學,N,N,278,6205369b-5208-444f-9788-1619acb5b862
金門縣金沙鎮汶沙里,1,張瀚龍,無黨籍及未經政黨推薦,m,0580610,53,金馬地區,高中(職)以下,Y,Y,1775,6205369b-f864-43e7-9521-1619acb5b862
金門縣金沙鎮三山里,1,陳宏岳,無黨籍及未經政黨推薦,m,0850212,26,臺北市,大學,N,N,237,6205369b-74a0-4a44-8f78-1619acb5b862
金門縣金沙鎮三山里,2,陳賜發,中國國民黨,m,0540320,57,金馬地區,高中(職),Y,Y,425,6205369b-74a0-4a44-8f78-1619acb5b862
金門縣金沙鎮大洋里,1,吳嘉翔,無黨籍及未經政黨推薦,m,0750630,36,金馬地區,大學,N,Y,287,6205369c-6dc0-47e7-b296-1619acb5b862
金門縣金沙鎮大洋里,2,吳有泰,無黨籍及未經政黨推薦,m,0490312,62,金馬地區,高中(職)以下,Y,N,233,6205369c-6dc0-47e7-b296-1619acb5b862
金門縣金沙鎮光前里,1,陳篤疊,無黨籍及未經政黨推薦,m,0530825,58,金馬地區,大學,N,N,47,6205369c-7be4-419c-a6c4-1619acb5b862
金門縣金沙鎮光前里,2,陳慶來,無黨籍及未經政黨推薦,m,0560624,55,金馬地區,高中(職)以下,N,N,248,6205369c-7be4-419c-a6c4-1619acb5b862
金門縣金沙鎮光前里,3,張國財,中國國民黨,m,0531102,57,金馬地區,專科,N,Y,323,6205369c-7be4-419c-a6c4-1619acb5b862
金門縣金沙鎮光前里,4,陳文傑,無黨籍及未經政黨推薦,m,0501030,61,臺灣省,高中(職),N,N,322,6205369c-7be4-419c-a6c4-1619acb5b862
金門縣金沙鎮何斗里,1,陳福林,中國國民黨,m,0521012,59,金馬地區,專科,Y,Y,522,6205369c-49d8-40d7-8c5c-1619acb5b862
金門縣金沙鎮何斗里,2,陳嘉彬,無黨籍及未經政黨推薦,m,0621201,48,金馬地區,高中(職),N,N,298,6205369c-49d8-40d7-8c5c-1619acb5b862
金門縣金沙鎮西園里,1,黃添丁,無黨籍及未經政黨推薦,m,0590307,52,金馬地區,專科,N,Y,272,6205369c-3b98-4cd6-831e-1619acb5b862
金門縣金沙鎮西園里,2,黃成泉,中國國民黨,m,0530203,58,金馬地區,大學,N,N,74,6205369c-3b98-4cd6-831e-1619acb5b862
金門縣金沙鎮西園里,3,黃志明,中國國民黨,m,0420602,69,金馬地區,專科,Y,N,203,6205369c-3b98-4cd6-831e-1619acb5b862
金門縣金沙鎮官嶼里,1,楊恭勤,中國國民黨,m,0460424,65,金馬地區,大學,Y,Y,635,6205369c-f0e8-481e-953b-1619acb5b862
金門縣金沙鎮浦山里,1,周家才,中國國民黨,m,0450808,66,金馬地區,專科,Y,Y,519,6205369c-d95c-4adc-aaea-1619acb5b862
金門縣金沙鎮浦山里,2,何鴻樟,中國國民黨,m,0500812,61,金馬地區,專科,N,N,181,6205369c-d95c-4adc-aaea-1619acb5b862
金門縣金沙鎮浦山里,3,周水池,無黨籍及未經政黨推薦,m,0470302,64,金馬地區,高中(職),N,N,221,6205369c-d95c-4adc-aaea-1619acb5b862
金門縣金湖鎮新市里,1,吳孟霖,無黨籍及未經政黨推薦,m,0810409,30,金馬地區,高中(職),N,Y,1318,6205369d-f9f4-4e4e-b4ab-1619acb5b862
金門縣金湖鎮山外里,1,陳晚開,中國國民黨,m,0400610,71,金馬地區,高中(職)以下,Y,Y,784,6205369d-d7ac-4af3-8cf8-1619acb5b862
金門縣金湖鎮山外里,2,關志武,無黨籍及未經政黨推薦,m,0581219,52,金馬地區,高中(職),N,N,493,6205369d-d7ac-4af3-8cf8-1619acb5b862
金門縣金湖鎮正義里,1,陳金成,無黨籍及未經政黨推薦,m,0520822,59,金馬地區,高中(職)以下,N,N,441,6205369d-6db8-40d0-a252-1619acb5b862
金門縣金湖鎮正義里,2,陳偃武,無黨籍及未經政黨推薦,m,0450320,66,金馬地區,高中(職)以下,Y,Y,571,6205369d-6db8-40d0-a252-1619acb5b862
金門縣金湖鎮料羅里,1,謝慶閣,中國國民黨,m,0471208,63,金馬地區,高中(職)以下,Y,Y,438,6205369e-4c04-4553-a874-1619acb5b862
金門縣金湖鎮料羅里,2,吳宏偉,無黨籍及未經政黨推薦,m,0730131,38,金馬地區,高中(職),N,N,323,6205369e-4c04-4553-a874-1619acb5b862
金門縣金湖鎮瓊林里,1,蔡懷芝,無黨籍及未經政黨推薦,m,0670814,44,金馬地區,碩士,N,Y,739,6205369e-0ad4-48bc-8b21-1619acb5b862
金門縣金湖鎮瓊林里,2,蔡建立,無黨籍及未經政黨推薦,m,0621201,48,金馬地區,大學,N,N,574,6205369e-0ad4-48bc-8b21-1619acb5b862
金門縣金湖鎮新湖里,1,陳錦章,中國國民黨,m,0571231,53,金馬地區,高中(職),Y,Y,1763,6205369e-6920-4b82-aa85-1619acb5b862
金門縣金湖鎮新湖里,2,楊玉樹,無黨籍及未經政黨推薦,m,0591003,52,金馬地區,大學,N,N,1190,6205369e-6920-4b82-aa85-1619acb5b862
金門縣金湖鎮新湖里,3,張志祥,無黨籍及未經政黨推薦,m,0751004,36,金馬地區,高中(職),N,N,293,6205369e-6920-4b82-aa85-1619acb5b862
金門縣金湖鎮溪湖里,1,黃建忠,無黨籍及未經政黨推薦,m,0480511,63,金馬地區,高中(職),Y,Y,546,6205369e-2e0c-4a80-94b6-1619acb5b862
金門縣金湖鎮蓮庵里,1,呂永林,中國國民黨,m,0450817,66,金馬地區,專科,Y,Y,373,6205369e-d2d8-43f8-80bd-1619acb5b862
金門縣金湖鎮蓮庵里,2,黃清和,無黨籍及未經政黨推薦,m,0460810,65,金馬地區,高中(職),N,N,275,6205369e-d2d8-43f8-80bd-1619acb5b862
金門縣金寧鄉古寧村,1,李開陣,中國國民黨,m,0470212,64,金馬地區,大學,Y,Y,982,6205369f-b090-4b1d-b83d-1619acb5b862
金門縣金寧鄉安美村,1,許三進,中國國民黨,m,0610603,50,金馬地區,高中(職),Y,Y,1828,6205369f-900c-4fa6-9998-1619acb5b862
金門縣金寧鄉后盤村,1,許明吉,中國國民黨,m,0540323,57,金馬地區,專科,Y,Y,608,6205369f-e3d8-4622-8372-1619acb5b862
金門縣金寧鄉湖埔村,1,楊振嵩,中國國民黨,m,0540410,57,金馬地區,高中(職),Y,Y,2654,620536a0-1300-4741-bc2d-1619acb5b862
金門縣金寧鄉榜林村,1,楊龍傳,中國國民黨,m,0570131,54,金馬地區,專科,Y,Y,1730,620536a0-f398-41b0-9978-1619acb5b862
金門縣金寧鄉盤山村,1,翁明海,無黨籍及未經政黨推薦,m,0560717,55,金馬地區,大學,N,N,713,620536a0-d7d0-4cf2-9ab3-1619acb5b862
金門縣金寧鄉盤山村,2,翁品洋,中國國民黨,m,0640419,47,金馬地區,高中(職),Y,Y,1630,620536a0-d7d0-4cf2-9ab3-1619acb5b862
金門縣烈嶼鄉上岐村,1,洪天南,無黨籍及未經政黨推薦,m,0551015,56,金馬地區,高中(職),Y,Y,884,620536a1-e5fc-4fc8-871f-1619acb5b862
金門縣烈嶼鄉上林村,1,林建進,無黨籍及未經政黨推薦,m,0590602,52,金馬地區,高中(職)以下,Y,Y,379,620536a1-1de0-4ac5-953d-1619acb5b862
金門縣烈嶼鄉西口村,1,蔡福榮,無黨籍及未經政黨推薦,m,0600905,51,金馬地區,高中(職)以下,Y,N,341,620536a1-cd40-49be-86b3-1619acb5b862
金門縣烈嶼鄉西口村,2,孫先雄,無黨籍及未經政黨推薦,m,0641008,47,金馬地區,高中(職)以下,N,Y,388,620536a1-cd40-49be-86b3-1619acb5b862
金門縣烈嶼鄉林湖村,1,林龍照,無黨籍及未經政黨推薦,m,0640117,47,金馬地區,高中(職)以下,Y,N,576,620536a1-b6dc-4b4a-a80c-1619acb5b862
金門縣烈嶼鄉林湖村,2,羅天升,無黨籍及未經政黨推薦,m,0600818,51,金馬地區,高中(職),N,Y,729,620536a1-b6dc-4b4a-a80c-1619acb5b862
金門縣烈嶼鄉黃埔村,1,洪安慶,無黨籍及未經政黨推薦,m,0520911,59,金馬地區,高中(職)以下,N,Y,418,620536a1-cc70-4d8b-9c39-1619acb5b862
金門縣烈嶼鄉黃埔村,2,方榮標,中國國民黨,m,0640510,47,金馬地區,專科,N,N,243,620536a1-cc70-4d8b-9c39-1619acb5b862
金門縣烏坵鄉大坵村,1,陳淑珠,無黨籍及未經政黨推薦,f,0510725,60,金馬地區,高中(職)以下,N,Y,82,620536a2-19ec-47f6-ab18-1619acb5b862
金門縣烏坵鄉小坵村,1,莊金蓮,無黨籍及未經政黨推薦,f,0421107,68,金馬地區,高中(職)以下,Y,Y,106,620536a2-e1cc-4e49-bfa0-1619acb5b862
宜蘭縣宜蘭市神農里,1,郭寶簧,無黨籍及未經政黨推薦,f,0580430,53,臺灣省,大學,Y,Y,1078,620536a3-28d0-4a53-9ec1-1619acb5b862
宜蘭縣宜蘭市民權里,1,劉國基,無黨籍及未經政黨推薦,m,0690910,42,臺灣省,高中(職),N,N,368,620536a4-149c-4b41-93ed-1619acb5b862
宜蘭縣宜蘭市民權里,2,尤榮淋,無黨籍及未經政黨推薦,m,0350118,76,臺灣省,專科,Y,Y,447,620536a4-149c-4b41-93ed-1619acb5b862
宜蘭縣宜蘭市進士里,1,陳正達,無黨籍及未經政黨推薦,m,0540715,57,臺灣省,碩士,Y,Y,874,620536a4-1de8-408f-ba88-1619acb5b862
宜蘭縣宜蘭市進士里,2,林麗玉,無黨籍及未經政黨推薦,f,0590425,52,臺中市,大學,N,N,380,620536a4-1de8-408f-ba88-1619acb5b862
宜蘭縣宜蘭市南橋里,1,林慶雲,無黨籍及未經政黨推薦,m,0351015,76,臺灣省,高中(職)以下,Y,Y,677,620536a4-fe1c-4300-92e0-1619acb5b862
宜蘭縣宜蘭市建業里,1,李永,無黨籍及未經政黨推薦,m,0351021,76,臺灣省,高中(職)以下,Y,Y,1040,620536a4-0774-4e36-a837-1619acb5b862
宜蘭縣宜蘭市南津里,1,林聰明,無黨籍及未經政黨推薦,m,0511126,59,臺灣省,高中(職),Y,Y,1002,620536a5-c214-49e5-85a1-1619acb5b862
宜蘭縣宜蘭市凱旋里,1,林振雄,無黨籍及未經政黨推薦,m,0430502,68,臺灣省,高中(職),Y,Y,654,620536a5-7840-4475-9e2e-1619acb5b862
宜蘭縣宜蘭市黎明里,1,林文杰,無黨籍及未經政黨推薦,m,0550804,56,臺灣省,高中(職),N,N,393,620536a5-f138-40a2-8b1a-1619acb5b862
宜蘭縣宜蘭市黎明里,2,尤學揚,無黨籍及未經政黨推薦,m,0661219,44,臺灣省,大學,Y,Y,766,620536a5-f138-40a2-8b1a-1619acb5b862
宜蘭縣宜蘭市東村里,1,林讚生,無黨籍及未經政黨推薦,m,0550420,56,臺灣省,高中(職),N,N,502,620536a5-bac0-4c29-82e2-1619acb5b862
宜蘭縣宜蘭市東村里,2,張鼎哲,無黨籍及未經政黨推薦,m,0771216,33,臺灣省,大學,Y,Y,816,620536a5-bac0-4c29-82e2-1619acb5b862
宜蘭縣宜蘭市延平里,1,林水蓮,無黨籍及未經政黨推薦,m,0470818,64,臺灣省,高中(職)以下,Y,N,879,620536a6-6f94-4c7e-8c49-1619acb5b862
宜蘭縣宜蘭市延平里,2,林子豪,無黨籍及未經政黨推薦,m,0790505,32,臺灣省,高中(職),N,Y,962,620536a6-6f94-4c7e-8c49-1619acb5b862
宜蘭縣宜蘭市七張里,1,陳雋發,無黨籍及未經政黨推薦,m,0510224,60,臺灣省,專科,N,N,354,620536a6-4ce0-4be0-84ab-1619acb5b862
宜蘭縣宜蘭市七張里,2,林坤鎮,無黨籍及未經政黨推薦,m,0540826,57,臺灣省,高中(職)以下,N,Y,359,620536a6-4ce0-4be0-84ab-1619acb5b862
宜蘭縣宜蘭市七張里,3,林俊欽,無黨籍及未經政黨推薦,m,0600713,51,臺灣省,專科,N,N,225,620536a6-4ce0-4be0-84ab-1619acb5b862
宜蘭縣宜蘭市慈安里,1,林再添,無黨籍及未經政黨推薦,m,0551012,56,臺灣省,高中(職)以下,N,N,299,620536a6-2d54-4da8-8db6-1619acb5b862
宜蘭縣宜蘭市慈安里,2,曹日宏,無黨籍及未經政黨推薦,m,0430614,68,臺灣省,高中(職),Y,Y,610,620536a6-2d54-4da8-8db6-1619acb5b862
宜蘭縣宜蘭市新民里,1,黃茂林,無黨籍及未經政黨推薦,m,0371124,73,臺灣省,高中(職)以下,Y,N,420,620536a6-b7dc-427c-abff-1619acb5b862
宜蘭縣宜蘭市新民里,2,周玉英,無黨籍及未經政黨推薦,f,0490814,62,臺灣省,高中(職)以下,N,Y,488,620536a6-b7dc-427c-abff-1619acb5b862
宜蘭縣宜蘭市東門里,1,李茂庚,無黨籍及未經政黨推薦,m,0360516,75,臺灣省,高中(職)以下,Y,Y,449,620536a6-6860-4e15-bcd0-1619acb5b862
宜蘭縣宜蘭市小東里,1,徐佳庭,無黨籍及未經政黨推薦,m,0400123,71,臺灣省,專科,Y,N,296,620536a7-362c-4e45-9b6d-1619acb5b862
宜蘭縣宜蘭市小東里,2,張友端,無黨籍及未經政黨推薦,f,0540601,57,桃園市,大學,N,Y,657,620536a7-362c-4e45-9b6d-1619acb5b862
宜蘭縣宜蘭市菜園里,1,陳俊堯,無黨籍及未經政黨推薦,m,0751016,36,臺灣省,高中(職),N,Y,542,620536a7-017c-4683-8422-1619acb5b862
宜蘭縣宜蘭市菜園里,2,林耀明,無黨籍及未經政黨推薦,m,0460816,65,臺灣省,高中(職)以下,N,N,231,620536a7-017c-4683-8422-1619acb5b862
宜蘭縣宜蘭市孝廉里,1,江聰明,無黨籍及未經政黨推薦,m,0521215,58,臺灣省,高中(職)以下,Y,Y,380,620536a7-bb48-4fb6-9de9-1619acb5b862
宜蘭縣宜蘭市孝廉里,2,黃河清,無黨籍及未經政黨推薦,m,0480801,63,臺灣省,高中(職)以下,N,N,315,620536a7-bb48-4fb6-9de9-1619acb5b862
宜蘭縣宜蘭市新生里,1,蔡錦濤,無黨籍及未經政黨推薦,m,0410618,70,新北市,高中(職),Y,Y,1447,620536a7-3710-4236-b31b-1619acb5b862
宜蘭縣宜蘭市茭白里,1,游舜超,無黨籍及未經政黨推薦,m,0600509,51,臺灣省,專科,Y,Y,1158,620536a8-22bc-4f3b-b1c0-1619acb5b862
宜蘭縣宜蘭市北津里,1,吳聰德,無黨籍及未經政黨推薦,m,0530909,58,臺灣省,專科,Y,Y,1179,620536a8-1280-455c-800c-1619acb5b862
宜蘭縣宜蘭市梅洲里,1,游西湖,無黨籍及未經政黨推薦,m,0440712,67,臺灣省,高中(職),Y,Y,1547,620536a8-ae34-41fc-8eea-1619acb5b862
宜蘭縣宜蘭市北門里,1,陳淑美,無黨籍及未經政黨推薦,f,0510829,60,臺灣省,高中(職)以下,N,N,350,620536a8-c754-4356-a7f7-1619acb5b862
宜蘭縣宜蘭市北門里,2,陳正人,無黨籍及未經政黨推薦,m,0500918,61,臺灣省,高中(職),Y,Y,385,620536a8-c754-4356-a7f7-1619acb5b862
宜蘭縣宜蘭市中山里,1,羅漢輿,無黨籍及未經政黨推薦,m,0751124,35,臺灣省,大學,Y,N,261,620536a8-9210-4fac-b2de-1619acb5b862
宜蘭縣宜蘭市中山里,2,黃瑞添,無黨籍及未經政黨推薦,m,0500830,61,臺灣省,高中(職)以下,N,Y,290,620536a8-9210-4fac-b2de-1619acb5b862
宜蘭縣宜蘭市西門里,1,林銘信,無黨籍及未經政黨推薦,m,0420412,69,臺灣省,高中(職),Y,Y,976,620536a9-ed38-459c-a24f-1619acb5b862
宜蘭縣宜蘭市南門里,1,廖政達,無黨籍及未經政黨推薦,m,0580531,53,臺灣省,高中(職),Y,Y,646,620536a9-6244-4cac-8d72-1619acb5b862
宜蘭縣宜蘭市負郭里,1,李春滿,無黨籍及未經政黨推薦,f,0450528,66,臺灣省,高中(職)以下,N,Y,844,620536a9-7ec8-4d12-b3bd-1619acb5b862
宜蘭縣宜蘭市負郭里,2,黃宗德,無黨籍及未經政黨推薦,m,0380715,73,臺灣省,專科,Y,N,712,620536a9-7ec8-4d12-b3bd-1619acb5b862
宜蘭縣宜蘭市民族里,1,鄧蜀江,無黨籍及未經政黨推薦,m,0570523,54,臺灣省,高中(職)以下,Y,Y,1102,620536a9-4f0c-4f5d-b30d-1619acb5b862
宜蘭縣宜蘭市建軍里,1,王偉權,無黨籍及未經政黨推薦,m,0710403,40,臺灣省,碩士,N,N,238,620536a9-95e0-490d-8abf-1619acb5b862
宜蘭縣宜蘭市建軍里,2,黃勇任,無黨籍及未經政黨推薦,m,0390326,72,臺灣省,高中(職)以下,Y,Y,609,620536a9-95e0-490d-8abf-1619acb5b862
宜蘭縣宜蘭市思源里,1,游孟哲,無黨籍及未經政黨推薦,m,0741220,36,臺灣省,高中(職),N,N,932,620536aa-641c-4c0d-b92c-1619acb5b862
宜蘭縣宜蘭市思源里,2,曾南國,無黨籍及未經政黨推薦,m,0410316,70,臺灣省,高中(職)以下,Y,Y,1467,620536aa-641c-4c0d-b92c-1619acb5b862
宜蘭縣宜蘭市文化里,1,吳哲男,無黨籍及未經政黨推薦,m,0720702,39,臺灣省,高中(職),N,N,522,620536aa-ca5c-43ab-b5a2-1619acb5b862
宜蘭縣宜蘭市文化里,2,吳啓鴻,無黨籍及未經政黨推薦,m,0700711,41,臺北市,專科,Y,Y,1093,620536aa-ca5c-43ab-b5a2-1619acb5b862
宜蘭縣宜蘭市復興里,1,蕭美珠,無黨籍及未經政黨推薦,f,0511227,59,臺灣省,高中(職)以下,N,Y,791,620536aa-0c04-4e91-8448-1619acb5b862
宜蘭縣宜蘭市復興里,2,蕭壽金,中國國民黨,m,0401120,70,臺灣省,高中(職)以下,Y,N,670,620536aa-0c04-4e91-8448-1619acb5b862
宜蘭縣宜蘭市成功里,1,楊振乾,無黨籍及未經政黨推薦,m,0430625,68,臺灣省,大學,Y,Y,948,620536aa-85e4-4e66-98ac-1619acb5b862
宜蘭縣宜蘭市成功里,2,林傳盛,無黨籍及未經政黨推薦,m,0550423,56,臺灣省,高中(職),N,N,753,620536aa-85e4-4e66-98ac-1619acb5b862
宜蘭縣宜蘭市新東里,1,潘富明,無黨籍及未經政黨推薦,m,0551120,55,臺灣省,大學,Y,Y,1024,620536aa-2fa0-4b65-8541-1619acb5b862
宜蘭縣宜蘭市新東里,2,邱永乾,無黨籍及未經政黨推薦,m,0530318,58,臺灣省,大學,N,N,639,620536aa-2fa0-4b65-8541-1619acb5b862
宜蘭縣宜蘭市七結里,1,游景清,無黨籍及未經政黨推薦,m,0570704,54,臺灣省,專科,Y,Y,1301,620536ab-33c4-4a90-9d49-1619acb5b862
宜蘭縣宜蘭市泰山里,1,魯孝忠,無黨籍及未經政黨推薦,m,0530329,58,臺灣省,專科,Y,Y,826,620536ab-2da4-483e-a4b4-1619acb5b862
宜蘭縣宜蘭市大新里,1,柯秀芬,無黨籍及未經政黨推薦,f,0570926,54,臺北市,大學,N,N,138,620536ab-2058-4842-a908-1619acb5b862
宜蘭縣宜蘭市大新里,2,侯佩婷,無黨籍及未經政黨推薦,f,0600502,51,臺灣省,高中(職),Y,Y,371,620536ab-2058-4842-a908-1619acb5b862
